GEOID,median_hh_income,total_n_hh,hh_under_0.5_pov,hh_between_0.5_0.74_pov,hh_between_0.75_0.99_pov,hh_between_1.00_to_1.24_pov,hh_between_1.25_to_1.49_pov,hh_between_1.50_to_1.74_pov,hh_between_1.75_to_1.84_pov,hh_between_1.85_to_1.99_pov,hh_between_2.00_to_2.99_pov,hh_between_3.00_to_3.99_pov,hh_between_4.00_to_4.99_pov,hh_between_5.00_and_over_pov,year,pov_share_under_1_00
17031310800,37825,819,0,11,111,99,79,89,14,23,122,123,35,113,2016,0.14896214896214896
17031330200,79125,909,34,7,77,12,41,31,16,9,21,44,49,568,2016,0.12981298129812982
17031340500,20990,302,37,45,35,11,0,0,7,0,36,36,24,71,2016,0.38741721854304634
17031351500,23603,83,19,4,0,10,8,3,0,0,4,9,4,22,2016,0.27710843373493976
17031390300,18808,530,155,13,66,43,55,0,0,9,68,57,0,64,2016,0.44150943396226416
17031400800,18859,664,170,76,74,82,39,56,0,0,73,65,29,0,2016,0.4819277108433735
17031410800,40153,592,3,44,0,39,18,66,0,0,63,66,63,230,2016,0.079391892
17031630400,33509,1397,99,144,123,182,206,90,39,16,321,105,50,22,2016,0.2619899785254116
17031670300,22381,221,19,15,35,26,0,0,19,8,66,17,0,16,2016,0.31221719457013575
17031681000,15139,582,91,85,84,65,10,0,0,2,47,61,7,130,2016,0.44673539518900346
17031710200,26180,1167,160,14,169,174,135,136,22,24,122,104,67,40,2016,0.2939160239931448
17031770300,66122,2003,14,13,51,105,35,17,39,36,347,429,151,766,2016,0.038941587618572145
17031803007,103299,1425,14,0,11,10,14,0,0,14,37,181,215,929,2016,0.017543859649122806
17031816402,42929,856,16,63,24,92,81,97,50,28,154,84,63,104,2016,0.12032710280373832
17031351400,10942,375,139,54,16,5,9,0,0,8,74,29,20,21,2016,0.5573333333333333
17031421200,21658,234,35,0,26,5,31,11,0,0,74,19,18,15,2016,0.2606837606837607
17031491200,39276,556,59,50,68,20,33,32,0,5,65,58,51,115,2016,0.3183453237410072
17031805401,75551,967,38,8,0,7,28,17,12,29,130,129,171,398,2016,0.047569803516028956
17031350100,41645,217,8,9,11,21,10,0,0,0,15,86,23,34,2016,0.12903225806451613
17031062700,113281,621,11,0,0,24,0,0,0,0,0,17,16,553,2016,0.017713365539452495
17031803606,50726,1802,105,76,199,49,161,80,51,30,388,248,211,204,2016,0.21087680355160932
17031801605,122013,1807,17,0,17,0,25,17,13,24,108,149,188,1249,2016,0.018815716657443277
17031670700,24911,278,34,7,43,51,26,13,7,0,40,0,38,19,2016,0.302158273
17031806600,75865,876,10,8,10,18,0,35,10,5,116,216,159,289,2016,0.03196347
17031251400,28363,899,32,98,72,39,37,136,9,0,191,60,106,119,2016,0.22469410456062291
17031260800,20912,524,128,59,37,28,20,43,0,14,96,36,30,33,2016,0.42748091603053434
17031061200,101579,250,5,0,5,5,0,0,0,0,15,25,20,175,2016,0.04
17031061500,108239,316,0,0,6,0,4,0,0,0,18,48,46,194,2016,0.018987342
17031030900,82926,694,6,0,31,8,0,19,10,22,53,107,92,346,2016,0.053314121037463975
17031031900,61379,392,12,15,11,22,8,0,0,0,0,59,29,236,2016,0.096938776
17031050200,69623,1142,0,0,11,26,136,55,16,0,41,53,106,698,2016,0.009632224
17031802100,145781,925,18,0,8,0,7,0,0,29,46,48,27,742,2016,0.028108108
17031802801,80769,1229,0,15,19,32,43,36,11,0,146,127,112,688,2016,0.027664768104149716
17031803100,107500,908,12,0,0,14,0,22,6,8,67,87,94,598,2016,0.013215859030837005
17031803607,104484,1416,13,0,0,0,0,9,0,10,105,147,242,890,2016,0.009180791
17031804606,99605,1909,0,0,0,26,12,0,0,14,193,207,376,1081,2016,0
17031804705,67740,1099,23,18,51,29,58,34,0,12,219,87,166,402,2016,0.083712466
17031804710,69948,1171,0,0,8,36,47,13,7,6,207,164,206,477,2016,0.006831768
17031804711,70044,2143,95,26,77,11,77,118,0,32,222,496,441,548,2016,0.09239384
17031805106,72117,838,18,9,34,0,0,10,27,20,82,81,190,367,2016,0.072792363
17031805109,77059,1288,62,0,10,11,8,7,0,35,248,153,144,610,2016,0.055900621118012424
17031805002,51706,1694,34,21,70,150,138,85,98,103,302,166,176,351,2016,0.073789847
17031804803,81970,1656,66,19,0,32,88,16,0,9,293,160,106,867,2016,0.051328502415458936
17031804808,89115,713,9,6,6,4,8,16,10,4,97,106,96,351,2016,0.029453015427769985
17031804902,80461,1469,19,0,15,21,34,66,18,30,245,233,113,675,2016,0.023144997
17031805112,55726,751,7,0,0,0,39,28,29,10,112,278,76,172,2016,0.009320905
17031805502,109810,1077,19,5,10,6,23,32,9,0,62,86,68,757,2016,0.031569173630454965
17031805801,80903,640,28,0,0,8,0,6,0,9,59,65,64,401,2016,0.04375
17031806700,101202,1165,0,0,17,0,0,0,0,41,96,141,106,764,2016,0.014592274678111588
17031807800,92500,662,8,0,11,4,0,20,30,26,74,90,81,318,2016,0.028700906344410877
17031809000,124375,1015,0,0,0,4,11,0,0,7,66,64,68,795,2016,0
17031809100,94706,857,10,0,8,0,3,16,7,0,89,62,49,613,2016,0.021003500583430573
17031810302,72401,849,33,3,8,0,16,104,0,7,98,141,52,387,2016,0.051825677
17031810502,49693,1222,9,33,49,66,79,66,26,10,199,303,158,224,2016,0.074468085
17031810701,40813,1208,38,87,80,45,95,16,16,34,255,138,129,275,2016,0.1697019867549669
17031810800,64778,1285,34,0,46,77,55,43,41,0,205,201,116,467,2016,0.062256809
17031811402,55067,1076,38,34,0,30,56,31,0,31,186,202,205,263,2016,0.066914498
17031811500,70595,1552,15,8,39,84,31,49,0,67,267,325,313,354,2016,0.039948454
17031811900,100313,1391,7,18,39,55,23,28,0,38,125,81,93,884,2016,0.046010065
17031191000,44750,596,20,31,88,12,9,52,7,11,150,108,24,84,2016,0.2332214765100671
17031805600,114250,1262,0,1,24,0,0,0,8,0,108,139,205,777,2016,0.019809825673534072
17031760802,55919,648,31,18,0,13,0,26,0,45,99,87,110,219,2016,0.075617284
17031760803,42304,1683,30,49,133,106,123,129,0,16,182,385,155,375,2016,0.1259655377302436
17031770201,60114,1442,61,0,72,0,15,26,34,24,167,182,168,693,2016,0.09223301
17031770202,51996,1233,17,0,14,19,11,33,82,51,228,153,191,434,2016,0.025141930251419302
17031803610,72566,1817,29,22,0,37,48,30,50,26,215,280,249,831,2016,0.028068244
17031804201,152561,2230,109,0,55,17,0,9,43,0,101,15,151,1730,2016,0.073542601
17031310700,40719,272,5,24,43,43,21,0,17,0,58,24,18,19,2016,0.2647058823529412
17031381700,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,
17031390100,62292,357,13,0,0,12,0,13,12,8,48,61,40,150,2016,0.036414565826330535
17031380700,26000,200,5,22,6,19,0,5,5,0,72,37,6,23,2016,0.165
17031381200,34833,398,0,24,25,35,0,0,0,0,81,33,60,140,2016,0.12311557788944724
17031390200,44848,408,24,19,36,19,0,12,22,0,81,20,18,157,2016,0.19362745098039216
17031400300,20250,349,126,8,22,12,23,17,0,0,7,73,34,27,2016,0.4469914040114613
17031400500,25346,454,83,95,23,69,9,4,13,8,70,38,19,23,2016,0.44273127753303965
17031410100,40287,349,9,24,0,26,8,12,13,0,76,23,46,112,2016,0.094555874
17031410200,21250,227,22,42,12,13,0,0,0,10,32,41,23,32,2016,0.33480176211453744
17031410600,35636,361,9,7,21,0,41,12,10,0,68,32,28,133,2016,0.10249307479224377
17031411000,66211,515,0,0,0,38,0,12,0,0,21,59,48,337,2016,0
17031430800,42292,344,21,32,13,5,10,26,0,14,80,47,46,50,2016,0.19186046511627908
17031430900,32500,315,26,13,70,14,24,11,4,0,89,8,25,31,2016,0.346031746
17031440300,53345,1188,55,62,31,15,15,112,11,0,187,196,128,376,2016,0.12457912457912458
17031440600,54808,405,6,15,28,0,15,5,28,0,64,59,57,128,2016,0.12098765432098765
17031460600,31518,206,35,3,0,38,29,0,17,0,46,17,13,8,2016,0.18446601941747573
17031040700,72763,741,0,29,26,29,6,10,24,7,43,130,29,408,2016,0.074224022
17031040900,71125,404,6,9,0,0,18,0,9,8,64,0,23,267,2016,0.037128713
17031060100,103750,519,18,0,0,0,6,0,0,0,47,46,8,394,2016,0.034682081
17031060300,104718,755,0,10,0,4,0,11,0,0,10,21,125,574,2016,0.013245033112582781
17031060400,120909,756,0,6,0,10,0,9,0,0,53,12,64,602,2016,0.007936508
17031062000,74615,413,0,14,7,0,0,0,0,0,30,45,9,308,2016,0.050847458
17031062200,114607,536,7,0,10,0,10,0,0,0,9,49,25,426,2016,0.031716418
17031062500,107083,286,7,0,1,0,5,0,0,0,15,11,12,235,2016,0.027972027972027972
17031063100,91034,389,0,0,3,0,0,0,0,0,25,31,30,300,2016,0.007712082
17031090200,88443,1754,0,0,0,9,30,0,0,42,244,115,120,1194,2016,0
17031100400,87206,783,25,0,0,7,9,9,8,0,65,92,146,422,2016,0.031928480204342274
17031100700,72214,1301,28,27,49,34,26,27,24,7,163,148,196,572,2016,0.079938509
17031120300,119868,1807,0,19,0,15,0,0,0,32,138,80,189,1334,2016,0.010514665190924184
17031292500,36250,933,138,46,76,33,61,32,18,0,265,87,83,94,2016,0.27867095391211144
17031071500,86735,945,14,16,0,0,15,0,0,0,66,61,32,741,2016,0.031746031746031744
17031390600,80583,468,4,0,0,0,0,7,28,44,32,70,29,254,2016,0.008547009
17031807000,49336,1569,13,59,115,120,144,113,0,26,326,198,151,304,2016,0.11918419375398343
17031381500,-666666666,57,4,0,12,0,8,0,0,0,0,0,16,17,2016,0.2807017543859649
17031410700,38260,403,0,8,0,12,0,0,0,0,78,49,94,162,2016,0.019851116625310174
17031808301,71152,1563,83,0,54,12,78,0,0,0,223,152,317,644,2016,0.087651951
17031808302,65200,950,8,20,16,24,44,46,0,18,147,113,96,418,2016,0.046315789
17031809300,30532,499,0,0,12,0,0,0,0,0,49,42,101,295,2016,0.024048096
17031460400,43341,797,33,40,48,72,0,54,19,9,230,74,105,113,2016,0.15181932245922208
17031560700,53264,701,28,0,0,59,14,73,0,0,139,182,110,96,2016,0.039942938659058486
17031561100,77667,1337,6,0,27,43,53,23,17,19,155,262,210,522,2016,0.024682124
17031570200,53690,454,10,6,12,37,13,18,28,5,66,69,44,146,2016,0.061674009
17031010100,29861,853,108,62,86,0,74,37,0,0,42,59,256,129,2016,0.30011723329425555
17031030500,72911,1434,44,14,95,0,0,91,47,12,161,227,87,656,2016,0.10669456066945607
17031071700,146750,408,0,5,0,5,3,0,5,6,19,34,10,321,2016,0.012254901960784314
17031841100,27185,1892,188,237,163,190,151,155,14,39,294,108,144,209,2016,0.3107822410147992
17031062900,119375,694,15,0,6,0,0,0,0,8,63,7,28,567,2016,0.030259366
17031210700,47000,881,43,38,65,77,38,68,19,0,159,111,42,221,2016,0.16572077185017026
17031221100,45208,978,68,118,43,24,94,45,0,18,235,48,29,256,2016,0.23415132924335377
17031221200,66923,561,29,21,9,80,10,24,0,16,30,87,50,205,2016,0.1051693404634581
17031063000,91327,499,0,0,0,0,10,19,0,8,8,38,10,406,2016,0
17031071200,90982,402,13,19,16,38,0,0,0,7,40,15,21,233,2016,0.11940298507462686
17031081500,97875,1087,50,0,15,0,0,0,0,0,0,38,65,919,2016,0.059797608
17031090300,84000,342,0,0,10,0,6,19,0,0,37,33,43,194,2016,0.029239766081871343
17031130300,62634,1221,47,16,25,53,45,60,15,28,307,204,96,325,2016,0.072072072
17031100600,67955,1216,19,23,11,27,19,23,15,28,134,182,200,535,2016,0.043585526
17031110400,69201,1108,23,19,0,92,49,48,20,44,79,194,165,375,2016,0.037906137
17031120200,106522,1189,9,8,0,0,0,0,0,7,123,88,188,766,2016,0.014297729184188394
17031150700,63594,1032,37,50,42,42,48,9,25,7,184,133,120,335,2016,0.125
17031161300,40343,877,37,9,27,75,105,86,39,10,220,155,19,95,2016,0.083238312
17031210400,40662,560,27,56,35,26,55,27,13,11,81,47,69,113,2016,0.21071428571428572
17031210800,56890,211,0,0,4,20,7,0,0,11,55,28,15,71,2016,0.018957345971563982
17031221600,93750,639,0,0,21,0,65,0,0,8,48,18,42,437,2016,0.03286385
17031801800,126250,1771,57,0,28,0,17,28,0,0,98,162,143,1238,2016,0.047995483
17031802900,103491,1741,0,0,0,19,31,28,30,13,215,115,151,1139,2016,0
17031803604,71440,1009,23,0,10,21,27,9,0,10,93,160,190,466,2016,0.032705649
17031803800,86677,1171,26,7,0,6,0,43,22,0,166,186,136,579,2016,0.028181041844577284
17031804505,72565,848,32,38,20,7,9,11,34,12,156,89,168,272,2016,0.10613207547169812
17031804701,57566,1664,51,45,0,48,173,64,0,20,294,323,250,396,2016,0.057692307692307696
17031804706,108438,666,9,13,0,6,35,20,0,20,51,48,104,360,2016,0.033033033
17031824005,98621,1468,29,11,0,0,10,21,8,12,183,138,160,896,2016,0.027247956403269755
17031824006,106688,1234,59,0,0,32,16,0,0,5,129,161,164,668,2016,0.047811994
17031824113,92994,1968,17,0,0,74,108,47,3,0,180,174,164,1201,2016,0.008638211
17031824114,106168,1536,8,21,18,15,0,27,23,37,108,195,168,916,2016,0.030598958333333332
17031824115,67500,927,0,23,64,9,0,61,9,50,106,105,172,328,2016,0.093851133
17031824116,56836,1145,40,17,50,60,72,29,0,64,122,155,111,425,2016,0.093449782
17031806004,45434,1847,63,15,54,64,96,213,54,110,409,268,109,392,2016,0.071467244
17031807200,82813,1351,26,0,49,49,52,42,0,21,187,154,81,690,2016,0.055514434
17031807500,104924,933,0,0,6,0,20,0,0,23,122,136,150,476,2016,0.006430868
17031810000,76189,1131,112,0,0,13,0,24,0,0,51,161,49,721,2016,0.099027409
17031810200,52237,1394,41,17,72,67,28,196,60,113,238,58,187,317,2016,0.093256815
17031811000,77134,1073,33,26,38,9,50,11,6,17,93,137,164,489,2016,0.090400746
17031490300,51723,543,36,34,20,17,46,7,6,9,73,50,94,151,2016,0.16574585635359115
17031490700,36631,578,55,11,62,53,28,24,0,10,126,94,45,70,2016,0.22145328719723184
17031500100,39348,834,68,60,62,0,37,23,21,14,219,85,107,138,2016,0.2278177458033573
17031520400,50347,932,30,29,7,64,103,82,57,23,183,61,105,188,2016,0.070815451
17031820902,53384,1116,10,16,65,53,73,51,7,71,206,205,70,289,2016,0.081541219
17031821001,56944,1100,25,10,32,34,109,68,15,37,265,211,60,234,2016,0.060909090909090906
17031821002,51444,1313,35,54,40,116,83,24,48,30,216,182,168,317,2016,0.098248286
17031822200,78207,1075,0,0,40,45,0,86,0,7,134,212,188,363,2016,0.037209302325581395
17031822500,71202,1096,27,0,24,71,0,0,35,11,136,253,93,446,2016,0.046532846715328466
17031822801,53068,716,0,54,13,0,30,25,0,14,51,105,80,344,2016,0.093575419
17031823200,66354,1164,10,45,33,7,35,98,9,17,205,124,192,389,2016,0.075601375
17031823603,41196,504,80,22,44,48,9,14,21,20,136,11,53,46,2016,0.2896825396825397
17031823705,46739,1278,214,0,69,23,0,60,51,0,217,175,140,329,2016,0.2214397496087637
17031824107,79318,1807,0,13,30,14,0,65,12,16,232,295,236,894,2016,0.023796347537354733
17031824300,27861,742,31,44,78,71,15,7,11,6,164,117,57,141,2016,0.20619946091644206
17031825504,49688,931,45,0,9,49,51,69,81,57,173,195,34,168,2016,0.058002148
17031825700,44048,914,102,13,85,48,73,46,19,21,154,113,80,160,2016,0.2188183807439825
17031825803,47216,1366,129,50,54,0,61,103,26,52,163,234,98,396,2016,0.1705710102489019
17031841200,32315,1072,86,121,93,143,79,50,11,59,270,88,28,44,2016,0.2798507462686567
17031841300,43409,881,96,46,51,34,21,90,14,66,109,125,82,147,2016,0.21906923950056753
17031841400,25694,245,46,34,26,29,19,4,0,15,15,13,27,17,2016,0.4326530612244898
17031841500,19000,635,135,134,36,64,43,32,0,0,77,43,11,60,2016,0.48031496062992124
17031841600,22446,149,45,9,20,0,7,2,6,0,26,0,19,15,2016,0.4966442953020134
17031841700,18582,291,25,19,24,12,43,22,0,29,48,45,0,24,2016,0.23367697594501718
17031841800,32895,575,117,42,11,23,25,11,17,44,116,43,55,71,2016,0.2956521739130435
17031841900,110950,700,0,0,0,0,0,9,0,36,10,44,44,557,2016,0
17031842000,76429,160,0,4,0,5,0,0,0,11,5,33,28,74,2016,0.025
17031842100,35528,1699,333,222,99,200,101,66,39,94,332,82,43,88,2016,0.38493231312536785
17031842200,106250,455,11,10,9,65,34,8,0,0,27,0,0,291,2016,0.065934066
17031842300,118889,581,0,0,29,6,9,19,0,8,14,20,31,445,2016,0.049913941
17031842400,39652,658,40,44,70,20,9,19,0,21,171,108,84,72,2016,0.23404255319148937
17031842500,9485,520,266,79,39,16,0,5,21,9,30,37,5,13,2016,0.7384615384615385
17031842600,61012,1060,91,46,32,10,48,76,38,16,109,264,128,202,2016,0.15943396226415094
17031842800,35041,1620,140,146,223,96,81,149,42,132,433,61,24,93,2016,0.31419753086419755
17031842900,21053,457,74,0,66,48,38,15,25,0,98,65,0,28,2016,0.3063457330415755
17031843000,17197,575,155,89,52,55,40,53,24,20,21,51,0,15,2016,0.5147826086956522
17031843100,28000,388,101,23,22,44,11,32,26,0,45,17,15,52,2016,0.37628865979381443
17031843200,42254,440,43,28,31,22,54,27,0,18,92,77,8,40,2016,0.2318181818181818
17031843300,37353,360,46,42,20,28,15,35,0,0,46,23,47,58,2016,0.3
17031843400,24886,268,10,40,14,43,40,0,0,0,37,51,13,20,2016,0.23880597014925373
17031843500,35875,219,6,15,38,20,16,12,0,12,74,13,13,0,2016,0.2694063926940639
17031843600,31788,530,52,76,17,56,0,34,9,0,60,25,39,162,2016,0.27358490566037735
17031843700,99821,588,9,0,0,4,13,3,0,0,69,80,52,358,2016,0.015306122448979591
17031810100,65096,1113,13,63,40,15,25,48,24,47,117,123,60,538,2016,0.10422282120395328
17031810301,71736,947,16,60,0,9,10,93,0,8,165,105,105,376,2016,0.080253432
17031811401,54698,1187,21,7,89,19,9,58,44,50,164,226,157,343,2016,0.098567818
17031820000,180089,614,0,6,20,0,7,0,0,0,32,51,58,440,2016,0.042345277
17031801000,106042,1352,29,30,6,8,21,17,7,7,82,190,103,852,2016,0.048076923
17031710800,36130,1197,74,44,14,81,0,120,0,13,340,194,134,183,2016,0.11027568922305764
17031730400,56061,1009,75,15,39,32,30,45,0,25,170,155,147,276,2016,0.1278493557978196
17031750500,50913,1200,86,73,76,27,0,87,55,17,186,165,78,350,2016,0.19583333333333333
17031800100,234107,737,6,0,0,0,7,14,0,6,10,37,6,651,2016,0.008141113
17031801300,157813,1172,0,10,8,9,0,10,7,0,8,77,58,985,2016,0.015358361774744027
17031801601,105250,1387,12,9,0,0,30,21,9,48,145,106,170,837,2016,0.015140591
17031801606,121016,1687,28,34,22,0,5,18,0,24,78,169,95,1214,2016,0.049792531
17031803901,63264,752,0,13,10,25,9,0,6,23,58,154,100,354,2016,0.030585106382978722
17031804106,88274,1932,13,31,0,71,35,67,0,12,152,237,278,1036,2016,0.022774327122153208
17031806001,48424,1540,11,15,74,81,43,124,0,41,422,347,126,256,2016,0.064935065
17031806502,62297,1106,11,16,7,18,52,101,12,37,185,213,137,317,2016,0.03074141
17031809700,76429,959,18,0,30,21,32,53,23,13,78,151,147,393,2016,0.050052138
17031810702,44420,743,0,11,36,53,6,26,64,22,94,140,79,212,2016,0.063257066
17031812000,105608,1495,0,31,18,13,0,63,12,0,106,214,119,919,2016,0.03277592
17031812200,201364,1056,0,15,0,0,8,3,0,0,34,85,61,850,2016,0.014204545454545454
17031190602,57500,1196,48,18,20,63,47,76,47,38,266,237,177,159,2016,0.071906355
17031190701,42762,632,28,65,17,84,11,28,17,34,114,128,36,70,2016,0.17405063291139242
17031190702,42232,1140,104,88,102,51,78,86,19,90,250,118,48,106,2016,0.2578947368421053
17031191301,45357,1076,60,31,68,113,129,58,31,37,191,198,31,129,2016,0.14776951672862454
17031191302,38817,1123,17,49,90,132,200,85,7,34,183,180,63,83,2016,0.13891362422083706
17031200401,36644,860,38,118,28,96,86,35,30,47,161,100,34,87,2016,0.21395348837209302
17031200402,48316,861,7,50,81,75,108,62,10,35,94,106,77,156,2016,0.1602787456445993
17031210501,43702,797,29,49,46,119,56,58,16,77,160,47,38,102,2016,0.15558343789209536
17031210502,38693,917,46,86,110,134,78,57,23,52,195,58,38,40,2016,0.2639040348964013
17031210601,60183,499,33,0,16,33,12,48,50,7,136,21,57,86,2016,0.098196393
17031210602,49236,851,53,56,62,59,42,75,37,0,120,56,90,201,2016,0.2009400705052879
17031220601,52692,297,41,12,5,4,11,29,5,12,42,25,30,81,2016,0.19528619528619529
17031220602,43912,1105,78,30,74,68,24,0,0,138,148,155,36,354,2016,0.16470588235294117
17031220701,55741,684,27,29,45,0,21,41,28,39,160,91,69,134,2016,0.1476608187134503
17031220702,54034,784,5,47,57,97,0,85,16,47,140,90,84,116,2016,0.13903061224489796
17031220901,34375,566,115,56,77,63,41,26,15,0,48,37,10,78,2016,0.4381625441696113
17031220902,43607,601,63,86,17,45,35,45,8,19,82,85,50,66,2016,0.2762063227953411
17031252101,23264,272,20,0,50,19,55,13,4,0,37,12,19,43,2016,0.25735294117647056
17031252102,33508,1459,115,29,110,143,110,152,0,0,324,154,93,229,2016,0.17409184372858122
17031252201,31029,469,65,23,19,19,29,22,15,0,143,41,57,36,2016,0.2281449893390192
17031252202,24914,1112,196,90,51,126,109,125,2,28,147,112,28,98,2016,0.30305755395683454
17031271400,32717,306,56,41,8,15,19,22,0,7,32,30,25,51,2016,0.3431372549019608
17031280100,121074,1227,0,0,0,0,0,0,0,0,42,46,41,1098,2016,0
17031824117,100601,2629,0,31,28,0,20,49,14,65,174,356,501,1391,2016,0.022441993153290225
17031824119,94730,1676,44,0,16,0,28,0,26,15,244,328,157,818,2016,0.035799523
17031824120,95225,2509,0,57,14,13,14,30,27,22,267,284,304,1477,2016,0.028298126743722597
17031824121,74239,848,22,0,0,0,0,0,19,10,107,183,95,412,2016,0.025943396226415096
17031824122,91364,1748,0,8,74,0,20,69,0,27,147,165,248,990,2016,0.046910755
17031824123,73786,2116,58,28,136,60,17,14,93,11,152,390,382,775,2016,0.10491493383742911
17031825303,61730,1027,76,42,41,10,0,36,25,59,188,154,76,320,2016,0.15481986368062317
17031825304,76156,1138,9,0,60,0,15,0,27,11,103,157,245,511,2016,0.060632689
17031830007,44592,1193,123,50,92,66,52,77,0,11,195,120,88,319,2016,0.22212908633696563
17031830008,74628,1208,52,9,0,92,31,12,0,5,133,340,207,327,2016,0.050496688741721855
17031830500,41902,964,51,129,83,20,160,115,21,10,212,132,22,9,2016,0.27282157676348545
17031830600,42786,859,33,49,69,77,71,41,51,21,166,77,73,131,2016,0.17578579743888242
17031830700,40286,544,33,54,52,37,15,28,0,7,81,47,34,156,2016,0.2555147058823529
17031830800,61273,476,0,0,0,13,0,24,21,0,58,80,10,270,2016,0
17031830900,97794,640,0,0,19,0,16,17,22,0,109,49,80,328,2016,0.0296875
17031831000,150703,468,0,0,0,0,0,26,0,0,32,10,10,390,2016,0
17031831100,49266,1864,40,39,157,70,125,141,76,50,399,166,145,456,2016,0.12660944206008584
17031100200,68779,1586,41,15,0,11,27,0,0,47,176,227,293,749,2016,0.035308953
17031100300,66343,1291,13,34,21,17,0,0,12,20,165,171,208,630,2016,0.052672347017815646
17031120400,85188,917,24,20,31,37,59,21,9,8,94,77,75,462,2016,0.081788441
17031150300,71468,1969,55,123,39,10,44,152,26,0,232,293,225,770,2016,0.11020822752666327
17031151200,49405,772,0,19,43,34,65,34,8,10,180,84,108,187,2016,0.080310881
17031160200,76971,759,7,10,0,49,38,15,6,0,73,87,100,374,2016,0.022397891963109356
17031170400,54844,1032,40,75,42,0,66,62,46,38,116,154,122,271,2016,0.15213178294573643
17031170800,60086,946,10,5,21,71,60,44,17,39,111,161,95,312,2016,0.038054968
17031180100,59447,1377,95,54,35,0,99,13,72,107,109,228,239,326,2016,0.1336238198983297
17031828505,52843,1801,193,37,0,142,60,112,19,0,243,224,199,572,2016,0.12770682953914492
17031828701,60795,928,40,11,0,0,15,32,0,47,149,214,78,342,2016,0.054956897
17031829000,14722,321,106,53,25,48,9,0,0,7,18,0,8,47,2016,0.573208723
17031829402,35942,794,77,0,39,46,72,56,12,48,113,63,133,135,2016,0.14609571788413098
17031826303,44653,1088,103,45,38,40,46,64,53,68,181,97,115,238,2016,0.17095588235294118
17031827300,20500,524,114,65,16,49,21,25,17,7,62,89,23,36,2016,0.37213740458015265
17031828503,43529,1082,170,0,45,86,104,178,30,5,72,93,108,191,2016,0.1987060998151571
17031640400,77111,956,23,0,31,30,0,9,35,25,138,213,220,232,2016,0.056485355648535567
17031660400,43783,1203,94,19,112,104,127,83,17,37,253,192,104,61,2016,0.18703241895261846
17031660800,35338,1149,98,80,93,81,124,76,44,42,267,141,35,68,2016,0.23585726718885988
17031671300,33947,380,41,14,43,16,30,34,11,41,69,38,43,0,2016,0.2578947368421053
17031825302,60643,1616,75,21,0,0,29,24,82,45,352,306,215,467,2016,0.059405941
17031826500,41405,1526,240,117,128,71,37,70,27,84,253,246,85,168,2016,0.317824377
17031826700,31474,1206,153,45,25,84,121,98,57,0,131,158,143,191,2016,0.18490878938640132
17031827100,22650,630,100,16,54,74,43,42,26,52,61,35,49,78,2016,0.2698412698412698
17031828000,37659,1271,115,34,66,56,124,25,6,106,214,174,164,187,2016,0.16915814319433517
17031828202,56899,1236,17,57,9,84,9,0,14,0,249,149,239,409,2016,0.067152104
17031829302,22956,864,198,43,129,42,76,22,17,9,144,51,46,87,2016,0.42824074074074076
17031300900,25099,916,47,137,186,34,100,132,7,0,140,96,12,25,2016,0.4039301310043668
17031301200,26375,752,102,65,76,88,142,0,0,22,127,51,44,35,2016,0.32313829787234044
17031031100,58947,853,44,0,20,0,62,27,42,0,37,45,77,499,2016,0.075029308
17031050100,82500,500,0,10,0,0,0,7,0,0,68,61,62,292,2016,0.02
