GEOID,median_hh_income,total_n_hh,hh_under_0.5_pov,hh_between_0.5_0.74_pov,hh_between_0.75_0.99_pov,hh_between_1.00_to_1.24_pov,hh_between_1.25_to_1.49_pov,hh_between_1.50_to_1.74_pov,hh_between_1.75_to_1.84_pov,hh_between_1.85_to_1.99_pov,hh_between_2.00_to_2.99_pov,hh_between_3.00_to_3.99_pov,hh_between_4.00_to_4.99_pov,hh_between_5.00_and_over_pov,year,pov_share_under_1_00
17031823605,83352,1077,43,37,11,0,0,7,15,8,148,120,107,581,2020,0.084493965
17031823702,68813,1327,57,37,61,0,0,15,0,20,373,168,125,471,2020,0.11680482290881689
17031823703,56853,2009,102,74,132,108,0,95,0,26,680,229,155,408,2020,0.15331010452961671
17031823704,93611,1054,0,0,0,72,67,22,0,70,100,196,72,455,2020,0
17031823705,64609,1099,45,0,16,121,0,27,77,32,138,201,79,363,2020,0.055505004549590536
17031823801,105781,1397,59,15,0,13,0,23,0,0,80,184,148,875,2020,0.052970651395848244
17031823803,57891,1648,25,152,7,81,30,0,0,0,214,241,218,680,2020,0.11165048543689321
17031823805,55655,691,9,10,10,9,45,0,0,10,108,124,181,185,2020,0.041968162083936326
17031823806,51172,1048,0,37,28,106,17,79,13,18,211,131,77,331,2020,0.062022901
17031823901,113015,1250,10,0,0,74,9,57,0,17,80,56,104,843,2020,0.008
17031823903,93000,1231,0,20,29,11,12,33,0,8,127,154,193,644,2020,0.039805036555645816
17031823904,101615,1098,15,18,0,15,18,36,21,7,74,69,172,653,2020,0.030054644808743168
17031824003,99958,1584,39,42,47,0,30,12,0,0,148,122,308,836,2020,0.080808081
17031824004,91135,1277,53,0,14,0,33,69,15,17,93,68,113,802,2020,0.052466718872357085
17031824005,137813,1634,21,0,7,0,10,11,0,6,143,181,157,1098,2020,0.017135862913096694
17031824006,141118,1432,11,26,9,0,29,8,0,8,32,156,222,931,2020,0.032122905
17031824105,102298,2091,0,15,0,91,31,65,0,0,319,157,259,1154,2020,0.007173601
17031824106,96786,1983,53,175,0,13,22,98,0,0,183,234,283,922,2020,0.11497730711043873
17031824107,74894,1901,11,0,58,59,0,35,61,44,281,378,180,794,2020,0.036296685954760655
17031824113,110568,1851,0,16,38,19,0,56,32,13,116,278,300,983,2020,0.029173419773095625
17031824114,123393,1508,0,56,26,7,8,22,0,52,137,47,149,1004,2020,0.054376657824933686
17031292500,46488,919,120,70,0,40,60,59,22,23,127,162,53,183,2020,0.20674646354733406
17031300500,52534,638,0,14,19,91,90,0,14,37,172,76,49,76,2020,0.051724138
17031300600,43937,573,28,41,56,20,88,17,0,20,208,34,34,27,2020,0.2181500872600349
17031300700,40582,1171,47,65,15,121,27,94,80,0,456,136,78,52,2020,0.10845431255337319
17031300800,27474,848,178,146,108,45,0,79,92,0,102,71,26,1,2020,0.5094339622641509
17031300900,31609,1140,49,76,0,130,57,94,67,0,539,98,8,22,2020,0.10964912280701754
17031301100,33850,483,0,19,28,73,35,57,0,40,140,0,48,43,2020,0.097308489
17031301200,33971,830,110,0,85,40,293,12,34,43,69,38,56,50,2020,0.23493975903614459
17031301600,26554,1044,90,167,55,38,93,255,40,20,91,62,41,92,2020,0.2988505747126437
17031301701,46763,966,65,64,31,37,113,0,112,0,269,112,18,145,2020,0.16563146997929606
17031301702,43030,779,0,57,57,93,118,111,0,98,119,57,18,51,2020,0.14634146341463414
17031301801,41283,936,29,38,92,104,13,0,12,127,364,100,28,29,2020,0.16987179487179488
17031301802,37639,576,34,24,26,109,42,52,14,34,95,64,66,16,2020,0.14583333333333334
17031301803,33227,863,67,19,47,132,55,27,33,26,250,103,14,90,2020,0.1541135573580533
17031310200,88625,385,27,0,24,34,0,0,10,0,0,57,19,214,2020,0.13246753246753246
17031310300,58333,389,13,0,19,7,25,22,35,19,75,60,13,101,2020,0.082262211
17031310400,69738,149,5,0,5,0,0,0,1,0,12,23,21,82,2020,0.067114094
17031310500,52090,282,19,0,10,39,0,40,19,0,49,50,29,27,2020,0.10283687943262411
17031310600,66074,961,0,19,39,81,82,24,0,0,98,144,0,474,2020,0.060353798126951096
17031310700,46250,324,9,66,31,0,33,0,0,0,57,33,63,32,2020,0.3271604938271605
17031310800,62202,841,0,18,55,87,0,35,0,0,212,255,63,116,2020,0.086801427
17031310900,59333,1034,50,11,61,115,80,32,39,64,150,82,129,221,2020,0.11798839458413926
17031320101,112125,2172,0,0,0,0,29,0,0,0,34,93,130,1886,2020,0
17031320102,176506,815,0,0,0,0,0,0,0,0,0,0,90,725,2020,0
17031320400,149914,306,14,0,0,0,0,0,0,0,6,5,10,271,2020,0.045751634
17031320600,106723,863,18,0,0,0,0,0,0,0,22,86,30,707,2020,0.020857474
17031330101,153561,1717,0,55,0,0,0,0,0,38,0,41,0,1583,2020,0.032032615
17031330102,125500,2063,0,0,0,0,0,0,0,0,0,32,47,1984,2020,0
17031330103,82491,1236,0,53,85,186,0,0,0,0,42,9,0,861,2020,0.11165048543689321
17031330200,118516,1051,0,47,41,21,22,0,0,11,16,24,93,776,2020,0.083729781
17031340300,35893,526,8,37,11,25,115,48,0,17,115,22,16,112,2020,0.10646387832699619
17031340400,50927,349,24,12,22,51,0,5,0,25,30,42,32,106,2020,0.166189112
17031340500,36250,248,25,23,71,0,0,15,15,0,48,13,0,38,2020,0.4798387096774194
17031340600,13207,230,51,38,37,25,0,0,0,0,62,10,0,7,2020,0.5478260869565217
17031350100,54352,458,25,0,19,8,0,9,0,40,31,133,93,100,2020,0.096069869
17031350400,19318,426,101,81,0,30,20,47,0,30,55,29,28,5,2020,0.4272300469483568
17031351000,51074,444,78,18,0,0,0,51,18,0,42,152,24,61,2020,0.21621621621621623
17031351100,12328,619,182,96,109,59,6,23,0,0,71,34,12,27,2020,0.6252019386106623
17031351400,13750,354,92,60,24,16,48,14,0,0,48,29,12,11,2020,0.4971751412429379
17031351500,18750,82,29,16,5,0,0,0,0,0,0,5,4,23,2020,0.6097560975609756
17031360200,27083,290,14,76,0,8,35,0,33,0,40,15,36,33,2020,0.3103448275862069
17031380100,19816,395,8,24,12,13,16,15,10,49,15,0,41,192,2020,0.11139240506329114
17031380200,25313,255,0,9,34,31,9,20,0,0,9,103,5,35,2020,0.16862745098039217
17031380600,24592,760,93,98,32,40,27,49,42,36,89,85,38,131,2020,0.29342105263157897
17031381200,52188,489,0,21,48,0,0,0,0,0,18,128,148,126,2020,0.1411042944785276
17031381400,35395,355,67,29,0,41,37,37,0,0,55,37,8,44,2020,0.2704225352112676
17031824116,62815,1329,20,21,72,9,19,72,0,40,328,182,90,476,2020,0.085026336
17031824119,90840,1604,62,0,0,113,40,0,35,0,195,179,194,786,2020,0.038653367
17031824121,82104,977,38,0,17,6,39,45,0,0,105,143,166,418,2020,0.05629478
17031824122,98397,1759,0,71,26,18,26,0,0,18,158,261,228,953,2020,0.055144969
17031824123,80444,1997,46,38,70,0,0,0,16,38,263,344,390,792,2020,0.077115674
17031824124,66953,706,0,94,41,0,0,0,0,0,70,138,38,325,2020,0.19121813031161472
17031824125,96775,1228,0,29,0,12,30,48,115,0,42,123,177,652,2020,0.023615635179153095
17031824126,136620,1793,0,0,23,0,15,15,0,44,124,192,191,1189,2020,0.012827663134411601
17031824127,97821,1005,10,0,0,0,77,18,0,0,118,159,103,520,2020,0.009950249
17031824128,80000,1410,23,35,63,54,4,33,0,0,165,247,124,662,2020,0.085815603
17031824129,84507,979,16,34,0,0,0,0,0,0,137,74,227,491,2020,0.051072523
17031824300,37028,938,82,6,102,54,51,18,36,35,161,159,129,105,2020,0.2025586353944563
17031824400,38849,377,0,12,10,23,16,6,0,6,116,72,66,50,2020,0.058355437665782495
17031824503,68393,1494,24,0,0,0,94,30,58,46,197,251,188,606,2020,0.016064257
17031824505,61836,1629,41,0,21,21,19,92,57,59,432,369,89,429,2020,0.03806016
17031824507,66538,897,55,16,45,16,30,42,0,12,170,133,87,291,2020,0.12931995540691194
17031824508,60966,709,0,0,0,0,14,13,16,10,139,137,139,241,2020,0
17031824509,91250,1207,0,0,26,0,0,0,44,46,107,261,228,495,2020,0.021541010770505385
17031824601,78914,1183,46,0,11,28,35,10,27,74,78,258,163,453,2020,0.048182587
17031824602,77163,1900,91,45,13,0,25,70,18,0,264,206,196,972,2020,0.078421053
17031824701,63900,866,25,23,0,0,30,75,0,0,139,117,192,265,2020,0.055427252
17031824702,52345,1564,170,4,32,70,43,0,28,4,339,117,247,510,2020,0.13171355498721227
17031824800,45244,1800,102,68,0,210,81,186,150,0,332,216,195,260,2020,0.094444444
17031824900,39782,801,14,68,35,59,89,53,49,36,185,91,56,66,2020,0.14606741573033707
17031825000,67193,1070,11,0,20,32,28,56,79,10,186,199,152,297,2020,0.028971963
17031825200,78138,566,7,7,16,23,0,36,3,36,61,84,139,154,2020,0.053003533568904596
17031825302,76389,1486,10,17,14,11,0,18,54,32,406,216,150,558,2020,0.027590848
17031825303,66799,926,52,0,0,43,0,8,10,58,200,153,189,213,2020,0.056155507559395246
17031825304,80508,1119,9,0,8,5,45,10,0,19,107,180,309,427,2020,0.015192136
17031825400,66723,1423,27,0,0,44,49,0,14,47,164,280,238,560,2020,0.018973998594518624
17031825501,57976,1264,54,41,50,54,108,0,0,32,212,119,225,369,2020,0.11471518987341772
17031825503,51708,1829,364,22,29,43,0,110,0,198,129,239,300,395,2020,0.22689994532531438
17031825504,56964,818,0,0,0,19,78,70,38,0,95,131,39,348,2020,0
17031825505,60204,1369,174,0,40,0,66,108,54,16,195,216,185,315,2020,0.15631848064280496
17031825600,49349,1205,95,15,96,69,85,138,28,33,175,195,135,141,2020,0.17095435684647303
17031825700,46382,821,36,14,76,41,34,4,99,13,241,70,27,166,2020,0.15347137637028013
17031825801,45458,967,33,147,43,35,0,6,35,64,180,128,64,232,2020,0.23061013443640124
17031824115,64917,1004,0,0,10,37,12,9,0,10,222,167,224,313,2020,0.009960159
17031825802,59634,1750,62,0,87,55,99,140,0,0,352,307,308,340,2020,0.085142857
17031825803,52857,1262,0,0,63,121,0,40,70,46,268,189,214,251,2020,0.049920761
17031825900,53922,803,149,6,0,50,66,0,25,0,178,136,61,132,2020,0.1930261519302615
17031826000,52750,652,62,0,33,47,98,43,15,0,165,104,48,37,2020,0.14570552147239263
17031826100,44602,1320,10,132,36,108,127,85,8,19,338,185,113,159,2020,0.13484848484848486
17031826201,36309,612,0,26,16,9,50,6,11,0,113,76,83,222,2020,0.068627451
17031826202,41694,1405,126,69,268,53,45,81,76,13,186,291,37,160,2020,0.3295373665480427
17031826301,64310,1186,72,43,7,44,40,87,0,76,79,332,116,290,2020,0.10286677908937605
17031381500,21677,84,25,6,0,0,28,0,4,0,10,7,4,0,2020,0.36904761904761907
17031381700,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,
17031381800,36849,257,0,7,12,0,0,15,32,0,41,13,34,103,2020,0.073929961
17031381900,51929,254,25,17,8,0,5,0,43,0,63,30,5,58,2020,0.1968503937007874
17031390100,55529,369,31,5,0,3,0,43,0,7,13,22,85,160,2020,0.097560976
17031390200,92292,554,0,8,0,22,0,10,0,0,37,53,97,327,2020,0.014440433
17031390300,26102,499,95,65,61,0,26,0,0,0,90,0,37,125,2020,0.44288577154308617
17031390400,20852,356,83,0,80,0,16,0,0,0,0,20,22,135,2020,0.45786516853932585
17031390500,39074,297,17,21,8,13,0,24,0,6,39,22,23,124,2020,0.15488215488215487
17031390600,66667,500,4,3,6,8,0,31,0,0,82,22,32,312,2020,0.026
17031390700,70192,1021,67,0,0,0,0,0,0,15,16,63,228,632,2020,0.065621939
17031400300,32273,316,29,28,0,13,12,59,53,0,33,0,68,21,2020,0.18037974683544303
17031400400,33652,353,60,0,26,33,0,48,22,10,58,36,35,25,2020,0.24362606232294617
17031400500,22015,545,124,61,0,68,0,174,12,11,14,28,52,1,2020,0.3394495412844037
17031400800,12896,389,126,50,58,54,0,0,0,0,33,38,30,0,2020,0.6015424164524421
17031410100,41806,269,25,0,0,0,0,0,0,0,40,13,33,158,2020,0.092936803
17031410200,44224,159,5,13,0,21,4,5,0,0,21,0,23,67,2020,0.11320754716981132
17031410500,57794,387,39,0,9,18,0,13,0,0,28,51,33,196,2020,0.12403100775193798
17031410600,33250,278,0,0,8,7,2,0,0,0,21,12,39,189,2020,0.028776978
17031410700,38926,341,29,15,0,18,11,15,0,0,20,29,47,157,2020,0.12903225806451613
17031410800,44243,491,9,7,0,0,7,0,0,35,52,61,122,198,2020,0.032586558044806514
17031410900,71682,702,29,0,0,0,9,8,0,0,26,67,57,506,2020,0.041310541
17031411000,52586,432,14,0,40,0,0,0,0,0,14,75,42,247,2020,0.125
17031411100,114045,504,0,6,5,7,0,0,0,7,10,41,24,404,2020,0.021825396825396824
17031411200,80313,442,30,8,0,0,0,0,0,0,6,40,22,336,2020,0.085972851
17031420100,19358,342,63,55,23,12,6,7,20,0,45,54,4,53,2020,0.41228070175438597
17031420200,33188,248,25,11,11,37,8,11,0,1,18,21,56,49,2020,0.18951612903225806
17031420300,33293,296,8,45,4,0,37,0,0,36,47,42,12,65,2020,0.19256756756756757
17031420400,18000,186,57,0,6,2,29,18,3,5,22,0,19,25,2020,0.3387096774193548
17031420500,24577,364,28,19,31,15,61,38,0,9,76,36,19,32,2020,0.21428571428571427
17031420600,25667,416,60,32,44,15,57,15,0,0,88,29,21,55,2020,0.3269230769230769
17031420700,24979,472,115,22,51,28,55,69,0,22,31,36,19,24,2020,0.3983050847457627
17031420800,40556,513,84,43,24,10,53,0,0,0,99,75,44,81,2020,0.29434697855750486
17031421200,19716,167,0,0,22,8,0,32,0,18,64,6,0,17,2020,0.1317365269461078
17031430101,32761,507,0,52,48,30,28,58,79,0,109,24,0,79,2020,0.19723865877712032
17031430102,41399,530,37,52,0,79,0,9,0,0,171,0,25,157,2020,0.16792452830188678
17031430200,28056,934,62,53,0,157,93,58,0,64,175,40,24,208,2020,0.12312633832976445
17031430300,26399,508,122,37,71,46,48,78,10,0,53,16,0,27,2020,0.452755906
17031430400,37228,566,26,25,70,53,12,35,0,24,88,59,103,71,2020,0.2137809187279152
17031430500,21973,725,182,28,77,133,0,36,26,11,33,32,46,121,2020,0.39586206896551723
17031430600,58800,547,45,9,12,18,41,30,20,15,57,74,81,145,2020,0.1206581352833638
17031430700,21183,337,78,13,0,29,34,0,0,34,12,37,14,86,2020,0.27002967359050445
17031430800,45658,445,55,0,21,11,6,5,18,9,132,33,40,115,2020,0.1707865168539326
17031430900,39948,360,24,0,40,12,14,4,0,11,42,66,126,21,2020,0.17777777777777778
17031431200,49701,503,28,0,11,0,0,12,0,22,91,83,70,186,2020,0.077534791
17031431301,31289,779,163,12,0,26,159,23,23,30,148,78,43,74,2020,0.2246469833119384
17031431302,26389,736,85,143,93,35,0,0,34,0,28,49,163,106,2020,0.4361413043478261
17031826303,53433,987,91,0,29,33,66,16,19,88,207,99,180,159,2020,0.12158054711246201
17031826304,46364,744,71,43,33,106,42,33,0,31,53,136,66,130,2020,0.1975806451612903
17031826401,47004,864,50,0,28,77,25,9,22,54,173,132,115,179,2020,0.090277778
17031826402,54038,1207,99,69,18,24,46,10,80,3,345,103,154,256,2020,0.15410107705053852
17031826500,42581,1399,123,99,106,26,42,93,30,86,223,209,152,210,2020,0.23445318084345962
17031826600,38920,1349,238,92,62,87,99,104,17,131,156,102,110,151,2020,0.290585619
17031826700,43635,1024,148,78,16,41,66,90,12,25,204,62,104,178,2020,0.236328125
17031826800,48293,1189,55,174,74,126,34,47,34,91,263,189,35,67,2020,0.25483599663582845
17031826901,21048,479,140,14,18,82,27,22,27,0,34,20,5,90,2020,0.35908141962421714
17031826902,33967,336,39,60,5,16,14,38,5,5,44,82,21,7,2020,0.30952380952380953
17031827000,34280,919,63,23,172,71,31,41,7,36,143,100,180,52,2020,0.2807399347116431
17031827100,19487,586,64,55,31,59,23,16,10,0,96,107,44,81,2020,0.25597269624573377
17031827200,50000,893,90,29,47,36,17,14,24,24,103,164,123,222,2020,0.1858902575587906
17031827300,21778,547,150,8,15,89,31,24,0,23,100,2,18,87,2020,0.3162705667276051
17031827400,28379,736,123,45,17,93,37,4,0,56,114,108,75,64,2020,0.2513586956521739
17031827500,47407,1255,69,85,74,40,247,62,0,34,185,112,144,203,2020,0.18167330677290836
17031827600,39643,689,85,58,16,44,57,26,15,0,155,54,73,106,2020,0.23076923076923078
17031827700,46303,571,32,40,42,38,8,35,0,7,175,39,59,96,2020,0.19964973730297722
17031827801,65833,1276,33,78,6,28,42,75,21,29,186,337,177,264,2020,0.09169279
17031827802,78482,775,8,10,38,34,12,27,19,37,102,85,115,288,2020,0.072258065
17031827804,63036,864,36,22,0,10,32,4,0,0,192,150,170,248,2020,0.06712963
17031827805,63261,644,13,15,18,0,23,15,30,54,60,63,68,285,2020,0.071428571
17031827901,83333,458,21,12,15,7,0,18,0,13,25,63,31,253,2020,0.10480349344978165
17031827902,58625,1016,108,53,6,121,48,7,0,0,137,178,218,140,2020,0.1643700787401575
17031828000,55299,1160,22,93,0,5,20,70,0,65,231,290,178,186,2020,0.099137931
17031828100,53940,1500,100,30,124,0,42,28,0,57,249,435,174,261,2020,0.16933333333333334
17031828201,65000,836,12,0,0,88,45,2,0,0,152,150,140,247,2020,0.014354066985645933
17031828202,62500,927,0,76,7,20,9,7,0,0,130,194,60,424,2020,0.089536138
17031828300,55917,826,11,0,10,5,17,13,10,95,157,160,120,228,2020,0.025423728813559324
17031828401,67750,951,7,0,74,65,10,1,0,0,204,179,164,247,2020,0.085173502
17031828402,47656,920,31,65,33,69,29,35,10,3,100,178,110,257,2020,0.14021739130434782
17031828503,44000,1000,61,63,80,94,66,49,59,23,125,132,78,170,2020,0.204
17031828504,46851,1309,184,4,137,49,86,105,0,10,226,237,88,183,2020,0.2482811306340718
17031828505,62346,1993,190,33,0,35,57,39,28,0,223,271,88,1029,2020,0.11189162067235324
17031828507,76154,966,0,0,19,20,34,0,0,12,168,128,142,443,2020,0.019668737060041408
17031828508,42180,955,12,40,0,204,0,28,15,12,245,174,98,127,2020,0.054450262
17031828601,86671,1185,0,6,0,0,0,47,22,4,240,201,120,545,2020,0.005063291
17031828602,97135,1146,0,8,8,23,48,23,0,12,118,156,107,643,2020,0.013961605584642234
17031828701,62021,995,59,15,26,23,0,47,0,0,232,167,102,324,2020,0.10050251256281408
17031828702,62286,1005,42,62,9,45,58,8,26,10,199,230,90,226,2020,0.11243781094527364
17031828801,99727,1333,24,0,0,35,64,0,81,15,146,67,185,716,2020,0.018004501
17031828802,72074,808,0,0,0,0,49,50,0,0,178,99,147,285,2020,0
17031828900,54115,698,62,15,17,37,64,10,33,25,129,186,22,98,2020,0.1346704871060172
17031829000,20266,301,61,14,0,42,70,17,17,7,0,48,6,19,2020,0.24916943521594684
17031829100,26938,815,203,64,11,66,22,100,60,0,72,76,65,76,2020,0.3411042944785276
17031829200,49358,1375,165,14,72,132,73,18,29,19,254,181,140,278,2020,0.18254545454545454
17031431400,36466,1052,86,95,126,72,44,92,0,81,158,74,105,119,2020,0.29182509505703425
17031440101,23625,828,128,102,60,158,11,123,0,63,133,50,0,0,2020,0.3502415458937198
17031440102,41120,603,72,58,0,0,19,23,0,0,199,64,65,103,2020,0.2155887230514096
17031440201,35222,1117,154,215,136,16,0,44,0,35,296,60,12,149,2020,0.4521038495971352
17031440202,31364,474,50,9,23,21,30,44,0,0,99,42,25,131,2020,0.1729957805907173
17031440300,59128,1082,42,66,12,73,13,49,0,0,167,73,215,372,2020,0.11090573012939002
17031440600,67813,383,9,22,18,20,0,21,0,12,65,59,78,79,2020,0.1279373368146214
17031440700,65903,361,0,21,12,23,0,0,0,4,73,28,172,28,2020,0.091412742
17031440800,26985,354,73,47,32,6,20,17,0,7,61,21,5,65,2020,0.4293785310734463
17031440900,36538,582,44,34,31,9,11,17,8,50,76,60,76,166,2020,0.1872852233676976
17031450300,50022,785,18,72,28,42,16,43,3,36,87,151,54,235,2020,0.1503184713375796
17031460100,43393,513,49,56,12,18,47,22,0,0,211,68,22,8,2020,0.22807017543859648
17031460200,24263,540,39,26,26,62,60,112,14,25,39,95,0,42,2020,0.1685185185185185
17031460301,34186,690,126,62,27,64,0,83,28,18,42,115,25,100,2020,0.3115942028985507
17031460302,31885,792,107,40,62,35,85,38,0,23,204,68,56,74,2020,0.2638888888888889
17031460400,48542,817,106,49,70,22,32,14,10,0,201,131,50,132,2020,0.27539779681762544
17031460500,61896,1307,69,0,0,20,11,46,47,47,220,214,181,452,2020,0.052792655
17031460800,28283,991,309,71,0,55,111,78,59,11,123,70,39,65,2020,0.3834510595358224
17031461000,16225,205,0,4,0,0,5,69,12,22,46,21,0,26,2020,0.019512195
17031470100,39611,477,17,0,0,0,58,9,0,14,99,112,18,150,2020,0.035639413
17031480100,57024,475,6,0,41,14,0,25,5,0,97,48,92,147,2020,0.098947368
17031480200,49286,181,2,8,5,0,10,34,0,0,17,51,22,32,2020,0.082872928
17031480300,49000,292,5,13,5,28,37,0,10,0,54,47,19,74,2020,0.078767123
17031480400,74597,1345,21,21,11,15,22,11,23,101,88,137,130,765,2020,0.039405204
17031480500,49044,712,31,50,41,45,56,10,0,0,78,47,82,272,2020,0.17134831460674158
17031490200,57731,719,27,0,0,14,6,43,0,10,185,149,113,172,2020,0.037552155771905425
17031490500,58295,487,27,32,0,0,14,18,0,12,128,45,48,163,2020,0.12114989733059549
17031490600,47542,345,33,0,15,28,32,29,5,16,52,42,38,55,2020,0.1391304347826087
17031490700,45647,613,94,22,0,21,32,27,12,21,166,65,41,112,2020,0.18923327895595432
17031490800,41620,774,48,27,32,52,32,42,55,19,207,91,48,121,2020,0.13824289405684753
17031490901,31406,675,91,11,53,60,26,20,20,12,151,93,45,93,2020,0.22962962962962963
17031490902,53229,1069,10,81,30,14,33,59,0,70,171,217,208,176,2020,0.11318989710009354
17031491000,23255,575,90,67,71,11,50,28,0,42,32,136,0,48,2020,0.39652173913043476
17031491100,45875,812,50,59,6,32,77,47,0,0,192,152,105,92,2020,0.1416256157635468
17031491200,43667,472,26,0,37,99,14,32,0,7,33,36,26,162,2020,0.13347457627118645
17031491300,37279,508,26,27,75,82,39,48,6,15,11,79,41,59,2020,0.25196850393700787
17031491400,33999,580,62,28,29,0,16,68,30,109,91,40,51,56,2020,0.20517241379310344
17031500100,61531,793,15,6,18,0,106,0,7,0,196,139,158,148,2020,0.049180328
17031500200,33909,476,101,16,10,42,32,55,0,25,107,18,44,26,2020,0.2668067226890756
17031500300,44538,417,82,9,0,18,14,37,0,0,33,68,42,114,2020,0.2182254196642686
17031510100,35417,750,129,19,99,37,52,19,32,100,140,50,15,58,2020,0.3293333333333333
17031510200,41250,912,75,3,109,26,184,25,0,19,118,81,58,214,2020,0.2050438596491228
17031510300,26673,1109,89,175,45,127,178,63,0,0,153,85,56,138,2020,0.27862939585211904
17031520100,65000,425,6,0,9,71,65,17,0,0,119,90,35,13,2020,0.035294118
17031520200,41267,763,98,20,47,37,11,66,0,28,141,140,124,51,2020,0.2162516382699869
17031520300,42728,1263,53,77,89,45,94,107,34,67,400,84,94,119,2020,0.17339667458432304
17031520400,42149,1029,43,50,39,54,36,40,29,8,419,80,68,163,2020,0.1282798833819242
17031829301,74087,1032,27,11,14,11,55,37,44,54,78,209,78,414,2020,0.050387596899224806
17031829302,40143,860,110,19,215,31,0,30,52,11,147,22,32,191,2020,0.4
17031829401,30208,222,34,10,36,4,0,27,6,0,24,27,18,36,2020,0.36036036036036034
17031829402,42130,659,48,6,0,15,65,23,12,34,98,164,121,73,2020,0.081942337
17031829500,45321,1056,102,20,69,85,63,40,0,40,279,154,77,127,2020,0.18087121212121213
17031829600,53361,728,31,8,0,37,20,18,19,12,101,154,66,262,2020,0.053571429
17031829700,42064,1004,103,86,33,15,28,95,59,5,103,158,46,273,2020,0.22111553784860558
17031829800,104083,1399,12,0,0,29,13,52,0,0,164,176,175,778,2020,0.008577555
17031829902,81221,1446,18,107,10,19,0,0,0,46,181,248,127,690,2020,0.093360996
17031829903,78032,1192,27,0,130,68,56,50,0,69,5,188,200,399,2020,0.13171140939597314
17031829904,89071,1065,0,0,0,0,18,18,0,0,207,91,227,504,2020,0
17031830001,41071,566,23,20,0,0,5,91,0,0,84,103,77,163,2020,0.075971731
17031830003,99861,2022,55,90,64,15,0,0,74,26,124,66,238,1270,2020,0.10336300692383778
17031830004,99866,1422,18,0,29,0,0,46,12,19,126,63,309,800,2020,0.033052039
17031830005,92153,955,24,0,0,0,0,28,0,0,96,151,113,543,2020,0.025130890052356022
17031830006,55634,595,0,26,13,26,16,0,0,58,131,67,66,192,2020,0.065546218
17031830007,51438,1177,165,7,30,40,26,0,67,108,297,69,152,216,2020,0.17162276975361088
17031830008,95724,1139,45,0,0,34,0,7,4,30,109,238,134,538,2020,0.039508341
17031830100,86106,856,0,13,34,64,36,50,5,0,62,212,138,242,2020,0.054906542056074766
17031830201,51571,1280,30,52,19,0,109,30,19,0,85,311,190,435,2020,0.07890625
17031830202,80372,835,17,0,0,8,0,0,0,38,201,115,137,319,2020,0.020359281
17031830300,48491,1013,18,0,0,92,10,35,72,0,412,12,239,123,2020,0.017769002961500493
17031830400,55053,890,43,20,15,14,75,4,8,41,258,87,93,232,2020,0.087640449
17031830500,37306,812,88,44,27,93,79,106,0,0,208,70,66,31,2020,0.1958128078817734
17031830600,53177,923,22,49,68,0,92,22,59,19,115,197,94,186,2020,0.15059588299024917
17031830700,59226,639,80,23,19,40,0,32,0,9,69,33,59,275,2020,0.19092331768388107
17031830800,76968,544,0,0,0,0,0,0,14,0,80,126,16,308,2020,0
17031830900,113359,554,0,0,0,0,33,0,0,0,43,16,93,369,2020,0
17031831000,159375,515,0,0,0,0,0,8,0,0,14,0,54,439,2020,0
17031831100,76754,1522,44,52,46,149,130,34,9,32,137,252,87,550,2020,0.093298292
17031831200,45724,1123,18,26,25,190,100,109,10,24,379,98,38,106,2020,0.061442565
17031831300,46850,213,0,25,0,0,0,9,21,0,50,14,35,59,2020,0.11737089201877934
17031831400,24780,618,130,49,0,101,50,12,0,0,144,52,38,42,2020,0.2896440129449838
17031831500,59240,954,45,0,10,34,126,0,26,47,205,174,162,125,2020,0.057651991614255764
17031831600,54755,1635,33,0,0,178,119,71,0,33,312,366,246,277,2020,0.020183486
17031831700,41786,500,15,5,0,37,14,44,6,15,68,83,38,175,2020,0.04
17031831800,57500,1275,29,22,34,0,125,82,42,53,173,120,133,462,2020,0.066666667
17031831900,113889,539,0,0,0,0,0,0,0,0,14,20,39,466,2020,0
17031832000,114479,293,0,0,0,0,0,0,0,0,18,0,6,269,2020,0
17031832100,80785,557,45,41,0,79,9,0,0,0,100,20,8,255,2020,0.15439856373429084
17031832200,125833,559,22,0,0,27,0,10,0,10,9,28,33,420,2020,0.039355993
17031832300,110943,377,0,5,0,10,0,7,0,26,12,8,18,291,2020,0.013262599469496022
17031832400,117853,605,20,0,0,18,15,10,0,9,44,48,15,426,2020,0.033057851
17031832500,140592,589,0,0,22,11,0,15,0,0,0,23,21,497,2020,0.037351443
17031832600,154191,748,7,0,0,0,70,0,0,0,5,17,29,620,2020,0.009358289
17031832900,63587,292,0,0,0,0,0,0,0,0,23,45,0,224,2020,0
17031520500,66164,1151,0,32,21,102,19,65,49,10,239,163,141,310,2020,0.046046915725456126
17031520600,60871,623,34,13,7,26,28,44,0,14,158,78,78,143,2020,0.086677368
17031530100,33882,525,64,39,26,71,11,68,0,24,75,71,51,25,2020,0.24571428571428572
17031530200,45074,821,97,49,50,17,49,61,8,0,214,85,42,149,2020,0.2387332521315469
17031530300,45114,853,26,8,43,34,84,18,25,21,238,118,120,118,2020,0.090269637
17031530400,71417,578,53,6,20,27,8,5,50,10,41,43,99,216,2020,0.13667820069204153
