school_name,school_id,year,x_enrollment,n_black,n_white,n_hispanic,n_low_income,county_enrollment,county_n_black,county_n_white,county_n_hispanic,county_n_low_income,pct_black_school,pct_white_school,pct_hispanic_school,pct_low_income_school,pct_black_county,pct_white_county,pct_hispanic_county,pct_low_income_county,seg_black,seg_white,seg_hispanic,seg_low_income,rr_black,rr_white,rr_hispanic,rr_low_income
Maine West High School,05-016-2070-17-0004,2021,1969.0,69,827,829,455,214047.0,54702,55045,84985,119674,0.03504316912138141,0.42001015744032505,0.42102590147282887,0.23108176739461656,0.25556069461379977,0.2571631464117694,0.39703896807710454,0.5591015057440656,0.22051752549241835,0.16284701102855564,0.02398693339572433,0.32801973834944903,0.1371226869387651,1.6332439671110772,1.0604145570695371,0.41330914873335467
Maine West High School,05-016-2070-17-0004,2022,1939.0,66,750,871,622,214727.0,54973,53880,86275,119290,0.03403816400206292,0.3867973182052604,0.4492006188757091,0.32078390923156264,0.2560134496360495,0.2509232653555445,0.40178924867389754,0.5555426192327932,0.22197528563398658,0.13587405284971593,0.047411370201811576,0.2347587100012306,0.13295459301240545,1.541496431816276,1.1180005944865186,0.5774244821658626
Maine West High School,05-016-2070-17-0004,2023,1818.0,49,691,834,580,211933.0,53373,52636,86325,118949,0.02695269526952695,0.38008800880088006,0.45874587458745875,0.31903190319031904,0.2518390245973963,0.24836151047736785,0.4073221253886842,0.5612575672500272,0.22488632932786937,0.13172649832351221,0.05142374919877457,0.24222566405970813,0.10702350564061709,1.5303820953187346,1.1262483572423272,0.568423343944328
Maine West High School,05-016-2070-17-0004,2024,1820.0,46,684,835,495,210612.0,52648,51800,86482,117471,0.025274725274725275,0.3758241758241758,0.45879120879120877,0.27197802197802196,0.24997625966231743,0.24594989839135473,0.4106223766926861,0.5577602415816763,0.22470153438759216,0.1298742774328211,0.048168832098522685,0.2857822196036543,0.10110850249886871,1.5280517629089057,1.1173068854320443,0.4876253302077548
Maine West High School,05-016-2070-17-0004,2025,1800.0,56,666,797,463,208640.0,50846,49298,86055,116033,0.03111111111111111,0.37,0.44277777777777777,0.25722222222222224,0.24370207055214724,0.23628259202453988,0.4124568634969325,0.5561397622699387,0.21259095944103612,0.1337174079754601,0.030320914280845268,0.2989175400477164,0.12766042996936283,1.5659215383991236,1.0735129342345657,0.46251363357359065
J B Conant High School           ,05-016-2110-17-0001,2016,2395.0,91,1267,364,582,202153.0,53396,60264,72076,118333,0.037995824634655534,0.5290187891440501,0.15198329853862214,0.2430062630480167,0.264136569825825,0.2981108368414023,0.35654182722987043,0.5853635612630038,0.22614074519116947,0.23090795230264777,0.2045585286912483,0.3423572982149871,0.14384916355849725,1.7745708098008288,0.4262705997763206,0.41513732512440077
J B Conant High School           ,05-016-2110-17-0001,2017,2313.0,88,1170,379,629,214388.0,58760,58066,79985,127304,0.03804582792909641,0.5058365758754864,0.1638564634673584,0.2719412019022914,0.27408250461779576,0.27084538313711587,0.37308524730861803,0.5938018918969346,0.23603667668869935,0.2349911927383705,0.20922878384125962,0.3218606899946432,0.13881158880298028,1.8676211867322319,0.4391930923278119,0.45796620996534626
J B Conant High School,05-016-2110-17-0001,2018,2349.0,115,1132,395,632,214766.0,57263,56658,82313,126859,0.04895700297999148,0.4819071945508727,0.16815666240953597,0.26905065985525756,0.2666297272380172,0.26381270778428617,0.38326830131398826,0.5906847452576293,0.21767272425802572,0.21809448676658655,0.21511163890445228,0.3216340854023717,0.1836141959380551,1.826701975800641,0.43874398647900575,0.4554894332642874
J B Conant High School,05-016-2110-17-0001,2019,2334.0,100,1095,408,651,213394.0,55511,55637,82711,121341,0.04284490145672665,0.4691516709511568,0.17480719794344474,0.27892030848329047,0.26013383694012016,0.26072429402888553,0.38759758943550426,0.5686242349831767,0.2172889354833935,0.20842737692227126,0.21279039149205953,0.28970392649988624,0.16470330027304006,1.7994167850702079,0.45100176757557575,0.49051779949467433
J B Conant High School,05-016-2110-17-0001,2020,2346.0,89,1072,436,610,213127.0,54361,56586,83401,121674,0.03793691389599318,0.45694799658994034,0.18584825234441602,0.26001705029838024,0.2550638820984671,0.26550366682776,0.39132066795854115,0.5708990414166202,0.2171269682024739,0.19144432976218034,0.20547241561412513,0.31088199111823994,0.14873495056955058,1.7210609632987701,0.4749257260393563,0.45545189505517103
J B Conant High School,05-016-2110-17-0001,2021,2375.0,86,1090,432,636,214047.0,54702,55045,84985,119674,0.03621052631578947,0.4589473684210526,0.18189473684210528,0.2677894736842105,0.25556069461379977,0.2571631464117694,0.39703896807710454,0.5591015057440656,0.2193501682980103,0.2017842220092832,0.21514423123499926,0.29131203205985506,0.14169051453906237,1.7846545075560185,0.4581281724638714,0.4789639643839448
