school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,y_ela_prof,y_math_prof
15-016-2990-25-070C,YCCS-West Town Academy Alt HS    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,42.0,,65.2,53.6,153.0,71.9,0.0,83.0,2.0,15.7,32.0,15.7,97.4,0.7,,0.0,,0.0,0.0
15-016-2990-25-071C,YCCS-Westside Holistic Ldr Acad  ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,37.5,,65.9,56.6,122.0,72.2,0.0,79.5,2.5,20.5,11.5,14.8,100.0,0.0,,0.0,,0.0,0.0
15-016-2990-25-072C,YCCS-Youth Connection Leadership ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,43.1,,59.9,49.4,257.0,70.6,0.0,92.6,0.8,5.1,19.5,22.2,99.6,1.2,,0.0,,,
15-016-2990-25-073C,YCCS Chtr - Chatham              ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,51.3,,59.7,28.4,204.0,59.5,0.0,98.0,0.0,1.0,16.7,12.3,99.0,0.0,,0.0,,0.0,0.0
15-016-2990-25-074C,ASPIRA Charter - Early College Pr,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,56.0,83.2,,90.0,3.1,420.0,13.4,1.2,2.6,30.5,95.0,4.5,11.7,96.7,1.2,,0.0,,6.3,5.3
15-016-2990-25-0763,Julian High School               ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,97.4,,81.6,0.2,625.0,20.3,0.0,99.0,0.0,0.6,25.1,14.6,98.4,0.2,,47.3,83.1,5.3,1.8
15-016-2990-25-0764,Young Magnet High School         ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2017,0.1,97.2,,94.7,0.1,2114.0,1.2,15.7,22.9,1.7,28.3,0.6,4.4,43.1,29.0,,63.8,92.2,91.6,91.1
15-016-2990-25-0766,Robeson High School              ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,95.3,85.0,,82.5,2.1,145.0,42.1,0.0,97.2,0.0,1.4,32.4,31.0,99.3,0.0,,83.6,62.3,0.0,0.0
15-016-2990-25-0767,Juarez Community Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,68.4,90.3,,86.0,1.6,1589.0,8.6,0.5,2.9,17.9,94.4,1.1,6.7,96.7,0.6,,66.1,89.3,12.7,7.5
15-016-2990-25-0772,Chicago HS for Agricult Sciences ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,13.7,93.8,,93.8,0.4,718.0,3.8,0.3,41.6,1.4,19.4,1.1,6.5,45.0,35.8,,39.4,90.1,46.2,30.2
15-016-2990-25-0779,Hancock College Preparatory HS   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,40.2,93.7,,92.4,0.8,887.0,6.2,0.9,1.0,3.4,94.9,0.9,2.3,91.2,2.1,,69.6,89.4,16.4,12.4
15-016-2990-25-0788,Brooks College Prep Academy HS   ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2017,56.7,99.0,,91.4,0.0,921.0,1.2,0.2,82.1,0.1,16.0,0.9,2.9,73.5,0.7,,64.1,88.8,69.6,55.0
15-016-2990-25-0794,Northside College Preparatory Hs ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,13.0,98.0,,93.8,0.0,1069.0,0.7,19.4,8.3,0.8,28.7,0.7,3.4,41.5,30.1,,88.1,95.2,94.3,91.1
15-016-2990-25-0795,Chicago Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,45.1,100.0,,91.8,0.0,292.0,5.4,0.0,70.5,3.4,27.1,9.6,7.2,94.5,1.4,,82.3,81.0,16.9,4.8
15-016-2990-25-0796,Payton College Preparatory HS    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,20.1,99.1,,92.7,0.1,978.0,0.8,16.7,12.7,0.6,22.2,0.8,2.2,33.2,42.9,,54.9,93.8,96.8,95.9
15-016-2990-25-0799,Hope College Prep High School    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,95.3,87.5,,83.7,2.2,137.0,30.6,0.0,83.9,7.3,10.2,25.5,21.9,98.5,3.6,,45.8,70.0,0.0,0.0
15-016-2990-25-079C,Aspira Charter - Bus and Fin     ,City of Chicago SD 299           ,Cook       ,High School,9 - 11,2017,48.0,,,90.8,0.3,335.0,5.6,0.3,1.5,32.2,93.7,0.0,14.9,96.4,2.7,,0.0,,,
15-016-2990-25-0803,Phoenix Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,33.7,99.1,,95.6,0.0,540.0,7.9,0.9,22.2,3.0,75.4,3.9,3.0,95.9,0.6,,65.3,95.0,52.3,36.4
15-016-2990-25-0818,Spry Community Links High School ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,71.5,72.2,,87.4,9.9,158.0,14.1,0.0,0.6,23.4,97.5,0.0,10.8,92.4,1.3,,83.6,85.0,7.5,17.0
15-016-2990-25-0820,Chicago Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,33.8,92.8,,92.4,1.6,547.0,6.0,4.6,14.4,7.7,58.3,1.8,6.9,81.2,21.0,,73.7,89.6,23.5,22.7
15-016-2990-25-0824,Bowen High School                ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,85.7,,82.2,2.6,310.0,31.2,0.0,73.9,7.7,25.5,36.1,23.9,97.1,0.0,,53.1,84.5,0.0,0.0
15-016-2990-25-0825,North-Grand High School          ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,43.2,87.9,,88.5,0.9,959.0,9.8,0.2,14.1,20.9,83.9,3.4,9.5,95.9,0.9,,55.4,89.5,9.9,6.8
15-016-2990-25-0826,Raby High School                 ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,80.8,83.6,,85.2,1.2,413.0,9.4,0.2,93.2,2.9,6.1,19.4,18.6,99.0,0.2,,62.3,80.5,1.2,1.2
15-016-2990-25-0827,Clark Acad Prep Magnet High Schl ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,32.0,97.9,,93.0,0.0,540.0,12.8,0.0,97.4,1.1,2.4,14.6,7.8,90.9,0.0,,66.3,79.4,4.5,0.9
15-016-2990-25-0828,Rickover Naval Academy High Schl ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,46.0,97.1,,90.3,0.0,571.0,2.8,4.6,11.0,3.3,73.6,1.2,1.9,87.7,8.6,,59.0,87.0,22.5,15.6
15-016-2990-25-0829,Uplift Community High School     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,72.2,81.4,,86.6,1.7,299.0,13.9,1.7,81.9,10.7,13.4,13.0,23.1,96.3,2.3,,77.9,73.3,12.1,1.7
15-016-2990-25-082C,CICS - Northtown  Campus         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,44.5,92.3,,93.4,0.2,906.0,4.2,15.7,6.7,12.6,54.1,2.0,9.5,80.8,19.5,,0.0,,33.7,23.2
15-016-2990-25-0830,World Language High School       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,40.7,97.3,,90.8,0.6,339.0,8.4,0.0,8.6,20.6,90.6,2.7,7.1,97.9,0.9,,65.2,91.8,12.5,1.4
15-016-2990-25-0831,Douglass Academy High School     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,86.7,,79.4,7.8,167.0,31.0,0.0,95.8,1.2,3.6,4.8,27.5,98.2,0.0,,77.1,86.4,2.4,2.4
15-016-2990-25-0832,Devry Advantage Academy High Schl,City of Chicago SD 299           ,Cook       ,High School,11 - 12,2017,9.8,100.0,,95.6,0.0,196.0,2.0,7.1,36.7,0.5,43.4,3.6,1.5,71.4,11.2,,76.5,95.2,54.3,44.6
15-016-2990-25-0833,Lindblom Math & Science Acad HS  ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2017,48.7,99.5,,91.6,0.0,1292.0,1.2,1.2,71.5,1.3,24.4,0.4,2.6,67.2,1.9,,75.5,86.3,71.1,52.9
15-016-2990-25-0834,Bronzeville Scholastic HS        ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,66.1,96.4,,89.1,0.0,371.0,10.0,0.5,97.6,1.9,1.9,10.2,9.4,94.6,0.0,,71.3,79.7,3.1,1.0
15-016-2990-25-0835,School of Social Justice HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,55.7,93.0,,89.4,2.0,306.0,16.6,0.0,14.7,23.5,84.0,4.2,11.8,96.1,0.7,,42.7,86.7,5.1,5.1
15-016-2990-25-0836,Multicultural Acad Scholarshp HS ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,71.4,85.7,,84.4,2.4,257.0,12.5,0.0,15.6,28.8,82.9,7.8,9.7,95.3,0.4,,65.6,88.5,3.9,3.9
15-016-2990-25-0837,Infinity Math  Science & Tech HS ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,28.4,100.0,,92.8,0.5,409.0,3.4,0.2,1.5,11.7,97.3,0.5,4.9,95.1,0.7,,67.7,88.7,17.6,24.5
15-016-2990-25-083C,CICS - Ralph Ellison Campus      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,79.9,89.1,,88.7,0.2,425.0,17.8,0.0,99.3,0.2,0.5,18.8,11.3,94.4,0.0,,0.0,,14.5,1.2
15-016-2990-25-0841,Collins Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,98.7,84.9,,83.6,0.0,289.0,24.8,0.0,99.3,0.3,0.3,34.6,12.5,99.7,0.0,,75.6,64.3,0.0,0.0
15-016-2990-25-0843,Team Englewood Comm Acad HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,76.8,,65.5,1.3,160.0,18.7,0.0,99.4,0.0,0.0,23.8,8.8,93.8,0.0,,67.7,64.3,5.0,2.5
15-016-2990-25-0844,Austin College and Career Acad HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,93.1,,85.6,3.0,299.0,35.6,0.0,96.3,1.3,3.3,21.1,24.1,98.3,0.0,,78.7,41.0,7.2,2.9
15-016-2990-25-0847,Orr Academy High School          ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,66.3,,62.1,3.4,379.0,30.3,0.0,82.8,6.1,16.9,14.5,19.3,98.7,0.0,,39.4,75.9,2.6,2.6
15-016-2990-25-0848,Air Force Acad High School       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,65.3,97.7,,89.3,0.6,332.0,8.4,2.1,44.3,2.7,43.4,2.7,6.3,90.1,8.4,,49.0,72.2,16.5,10.6
15-016-2990-25-0849,Alcott Humanities High School    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,67.6,94.9,,88.7,0.9,330.0,9.6,1.5,17.3,5.5,70.9,4.8,6.1,81.2,7.9,,100.0,87.4,23.4,20.3
15-016-2990-25-084C,North Lawndale Prep Chtr - Christ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,53.9,92.9,,93.2,0.3,377.0,12.2,0.0,99.5,0.0,0.3,8.2,9.8,97.3,0.0,,0.0,,1.3,1.3
15-016-2990-25-0850,Chicago Technology Academy HS    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,76.5,96.1,,87.5,1.1,272.0,12.1,0.7,75.4,0.7,20.6,12.1,12.9,92.6,2.6,,0.0,29.7,9.2,9.2
15-016-2990-25-0851,Chicago HS for the Arts          ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,2.7,94.6,,98.9,0.2,601.0,2.6,1.7,44.8,0.5,28.5,1.8,4.2,55.2,17.5,,100.0,41.6,37.3,23.5
15-016-2990-25-0855,Ogden Int High School            ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,22.7,95.0,,93.8,0.0,715.0,7.0,5.0,34.8,4.8,33.0,0.7,7.6,53.1,23.6,,100.0,86.5,36.3,32.4
15-016-2990-25-0856,Williams Medical Prep High Sch   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,86.0,100.0,,87.0,0.4,234.0,10.9,0.0,97.9,0.9,0.9,17.9,5.6,95.7,0.4,,65.2,86.5,6.0,1.5
15-016-2990-25-0857,Westinghouse High School         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,40.3,98.8,,91.9,0.0,1151.0,2.0,5.1,52.5,2.1,39.3,5.8,3.4,81.1,2.2,,73.2,86.3,43.9,37.1
15-016-2990-25-0859,Solorio Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,36.9,97.6,,94.1,0.1,1138.0,4.9,0.0,5.2,12.5,93.4,1.1,5.4,94.8,0.8,,79.0,89.6,30.0,33.3
15-016-2990-25-085C,Acero Chtr Netrk -  Major Garcia ,City of Chicago SD 299           ,Cook       ,High School,8 - 12,2017,35.1,92.4,,94.7,0.5,620.0,7.2,0.5,0.3,21.0,96.9,1.1,6.0,93.4,1.8,,0.0,,18.5,11.5
15-016-2990-25-0860,South Shore Intl Col Prep HS     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,52.9,99.2,,90.1,0.3,590.0,2.9,0.0,95.3,0.5,3.2,3.9,4.9,84.9,0.2,,64.3,88.2,18.4,8.0
15-016-2990-25-0861,Goode STEM Academy HS            ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,63.5,96.2,,89.5,0.0,861.0,4.5,0.2,55.6,5.2,42.4,1.9,9.1,87.0,0.8,,63.7,82.9,11.4,9.1
15-016-2990-25-0862,Chicago Excel Academy HS         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,28.8,,74.8,40.8,245.0,66.9,0.0,95.9,0.0,3.7,33.9,21.6,97.1,0.0,,100.0,40.0,0.0,0.0
15-016-2990-25-0863,Walter Henri Dyett HS for Arts   ,City of Chicago SD 299           ,Cook       ,High School,9,2017,15.0,,,92.5,0.7,140.0,14.7,0.0,97.9,0.7,0.7,4.3,14.3,90.0,0.7,,0.0,,,
15-016-2990-25-086C,Acero Chtr Sch Netwrk- Victoria  ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,61.6,83.3,,89.9,0.2,629.0,8.2,0.2,1.4,25.0,97.9,0.2,6.4,95.9,0.5,,0.0,,15.5,8.6
15-016-2990-25-101C,KIPP Academy Chicago Campus      ,City of Chicago SD 299           ,Cook       ,High School,5 - 8,2017,46.3,,,95.0,,303.0,12.5,0.0,97.7,0.7,2.3,16.2,13.9,93.4,0.0,,0.0,,15.7,12.0
15-016-2990-25-103C,KIPP Chicago Chrtrs  Bloom Campus,City of Chicago SD 299           ,Cook       ,High School,5 - 8,2017,50.9,,,94.7,,322.0,18.6,0.0,98.1,0.3,0.6,29.5,11.8,94.7,0.3,,0.0,,11.5,9.2
15-016-2990-25-107C,Univ of Chicago Chtr-Woodlawn    ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,48.7,83.3,,94.0,0.0,612.0,6.6,0.0,98.0,0.3,0.8,3.4,11.4,84.5,0.7,,0.0,,9.3,12.3
15-016-2990-25-108C,Univ of Chicago Chtr - Woodson   ,City of Chicago SD 299           ,Cook       ,High School,7 - 8,2017,38.9,,,95.4,,295.0,5.3,0.0,99.0,0.7,0.7,4.4,8.8,82.4,0.0,,0.0,,16.7,13.4
15-016-2990-25-109C,LEARN Chtr - Middle School       ,City of Chicago SD 299           ,Cook       ,High School,6 - 8,2017,24.6,,,95.6,,289.0,10.3,0.0,97.9,1.0,1.0,11.8,16.3,94.8,0.0,,0.0,,11.2,10.4
15-016-2990-25-110C,ASPIRA Charter - Haugan Campus   ,City of Chicago SD 299           ,Cook       ,High School,6 - 8,2017,25.1,,,93.8,,536.0,8.3,3.5,3.2,23.3,89.4,0.9,9.5,98.1,2.2,,0.0,,11.8,13.3
15-016-2990-25-201C,Chicago International Charter    ,City of Chicago SD 299           ,Cook       ,High School,1 - 12,2017,57.8,30.0,,92.3,,33.0,70.5,0.0,84.8,3.0,12.1,15.2,6.1,84.8,0.0,,100.0,47.3,,
15-016-2990-25-206C,Locke A Elem Charter Academy     ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,55.8,,,94.2,,543.0,7.7,0.0,99.1,0.0,0.6,9.0,8.3,91.2,0.2,,100.0,50.0,42.1,32.0
15-016-2990-25-214C,Asian Human Srvcs-Passage Chrtr  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,45.0,,,94.2,,479.0,12.6,22.3,45.5,38.6,19.4,1.9,10.6,89.6,8.4,,100.0,0.0,33.8,29.3
15-016-2990-25-217C,Chicago Math & Sci Elem Charter  ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,26.5,94.4,,95.8,0.0,599.0,8.2,11.5,29.5,12.7,54.1,1.2,6.0,92.5,2.8,,100.0,44.9,26.5,33.8
15-016-2990-25-218C,Namaste Elem Charter School      ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,25.1,,,95.6,,485.0,3.1,0.4,3.1,40.8,87.2,0.8,15.1,79.4,7.6,,100.0,39.7,36.8,15.6
15-016-2990-25-219C,Erie Elem Charter School         ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,19.5,,,94.5,,419.0,2.9,0.2,12.6,42.5,83.8,1.7,13.8,86.9,1.0,,100.0,78.4,27.1,11.1
15-016-2990-25-221C,Legacy Elem Charter School       ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,31.8,,,95.4,,464.0,6.3,0.0,98.1,0.0,1.7,6.5,11.4,92.9,0.0,,100.0,48.6,17.7,12.7
15-016-2990-25-224C,Providence-Englewood Elem Charter,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,45.1,,,94.8,,498.0,3.6,0.0,96.0,1.6,3.2,9.6,9.2,92.4,0.2,,100.0,27.3,31.7,15.2
15-016-2990-25-225C,Chicago Virtual Charter School   ,City of Chicago SD 299           ,Cook       ,High School,1 - 12,2017,100.0,59.4,,71.0,1.8,652.0,30.2,6.9,51.5,6.7,19.0,1.1,14.4,73.3,14.7,,100.0,77.8,31.6,21.4
15-016-2990-25-226C,Polaris Elem Charter Academy     ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,10.5,,,98.2,,440.0,12.4,0.0,88.9,0.7,10.0,10.0,15.5,96.1,0.2,,100.0,37.2,18.1,15.0
15-016-2990-25-228C,Catalyst Charter-Circle Rock ES  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,0.6,,,95.3,,521.0,6.8,0.2,96.7,0.0,2.3,5.4,10.6,92.1,0.0,,100.0,42.1,17.0,12.1
15-016-2990-25-229C,Academy for Global Citizenship   ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,19.8,,,96.0,,459.0,5.5,0.0,4.4,30.1,87.4,2.6,9.2,71.5,6.8,,100.0,10.5,26.7,16.2
15-016-2990-25-230C,Rowe Elementary                  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,21.8,,,95.5,,946.0,2.9,0.1,16.7,21.1,80.7,3.0,9.9,84.5,1.9,,100.0,59.8,22.7,21.2
15-016-2990-25-231C,Nkrumah Academy Charter ES       ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,54.9,,,90.5,,212.0,13.0,0.0,99.5,0.9,0.5,6.6,10.8,87.7,0.0,,0.0,21.2,8.3,5.0
15-016-2990-25-232C,Catalyst Charter - Maria ES      ,City of Chicago SD 299           ,Cook       ,High School,1 - 12,2017,22.3,97.6,,95.9,0.0,1103.0,6.3,0.2,45.6,15.7,52.1,5.4,11.2,95.4,1.3,,100.0,27.0,15.4,10.5
15-016-2990-25-233C,Montessori of Englewood Chtr ES  ,City of Chicago SD 299           ,Cook       ,High School,1 - 6,2017,63.1,,,94.6,,290.0,14.6,0.0,96.9,0.7,2.4,18.6,13.4,98.3,0.3,,100.0,45.5,2.6,2.6
15-016-2990-25-235C,Christopher House Chrt ES        ,City of Chicago SD 299           ,Cook       ,High School,1 - 4,2017,27.4,,,96.5,,276.0,7.3,0.4,3.3,47.1,94.9,0.0,15.2,94.9,1.4,,0.0,26.1,48.5,28.2
15-016-2990-25-236C,Chicago Collegiate Charter School,City of Chicago SD 299           ,Cook       ,High School,4 - 8,2017,46.7,,,93.4,,313.0,14.1,0.0,98.7,0.0,1.3,18.5,14.7,92.7,0.0,,100.0,0.0,13.7,9.8
15-016-2990-25-238C,Frazier Prep Acad Charter ES     ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,62.6,,,92.1,,419.0,14.4,0.0,98.3,0.0,1.4,6.4,9.5,95.9,0.0,,100.0,12.5,8.6,4.2
15-016-2990-25-240C,Horizon Sci Acad - Southwest Chtr,City of Chicago SD 299           ,Cook       ,High School,1 - 10,2017,41.7,,,95.0,0.0,665.0,8.9,0.0,33.8,20.9,65.1,0.8,11.4,97.3,0.5,,100.0,2.3,25.6,20.2
15-016-2990-25-241C,Great Lakes Academy Charter ES   ,City of Chicago SD 299           ,Cook       ,High School,1 - 3,2017,0.0,,,95.4,,251.0,11.1,0.0,89.6,4.4,10.0,7.2,6.0,91.2,0.0,,100.0,31.8,47.4,42.1
15-016-2990-25-242C,Foundations College Prep Charter ,City of Chicago SD 299           ,Cook       ,High School,6 - 9,2017,50.0,,,94.3,0.0,209.0,20.7,0.0,98.6,1.0,1.4,7.2,19.1,95.7,0.0,,100.0,57.9,11.9,7.0
15-016-2990-25-244C,Moving Everest Charter School    ,City of Chicago SD 299           ,Cook       ,High School,1 - 2,2017,58.0,,,91.9,,271.0,8.9,0.0,94.5,0.0,1.8,5.2,10.0,93.0,0.7,,0.0,0.0,,
15-016-2990-25-245C,KIPP One Academy                 ,City of Chicago SD 299           ,Cook       ,High School,1 - 6,2017,1.1,,,95.9,,179.0,8.5,0.0,84.4,3.9,15.1,17.9,10.1,100.0,0.6,,0.0,,16.1,21.8
15-016-2990-25-246C,CICS - Bucktown Campus           ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,26.3,,,94.5,,694.0,4.1,0.6,11.4,16.1,82.1,2.2,11.1,75.6,3.3,,0.0,,21.3,12.2
15-016-2990-25-247C,CICS - Longwood Campus           ,City of Chicago SD 299           ,Cook       ,High School,3 - 12,2017,71.0,97.0,,90.7,0.0,1351.0,5.7,0.0,99.2,0.6,0.6,3.3,11.6,92.4,0.1,,0.0,,16.1,10.1
15-016-2990-25-248C,CICS - Prairie Campus            ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,36.5,,,94.8,,419.0,4.5,0.0,48.9,25.1,48.4,1.2,8.8,93.6,0.5,,0.0,,18.5,16.1
15-016-2990-25-249C,CICS - Washington Pk Campus      ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,48.3,,,93.0,,479.0,10.4,0.0,98.3,0.2,0.6,6.5,9.0,94.8,0.0,,0.0,,29.0,14.6
15-016-2990-25-251C,CICS - West Belden Campus        ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,9.5,,,96.0,,531.0,0.0,0.2,7.2,39.9,91.3,0.9,11.1,90.2,0.9,,0.0,,29.9,24.7
15-016-2990-25-252C,CICS - Avalon/South Shore        ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,32.4,,,95.6,,484.0,9.2,0.2,97.3,1.4,1.2,2.1,8.1,91.1,0.0,,0.0,,36.9,32.7
15-016-2990-25-254C,CICS - Irving Park Campus        ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,28.2,,,93.9,,556.0,0.7,5.4,5.8,18.7,67.1,0.5,9.9,56.5,19.1,,0.0,,39.4,28.9
15-016-2990-25-255C,CICS - Loomis Primary Campus     ,City of Chicago SD 299           ,Cook       ,High School,1 - 2,2017,68.3,,,91.8,,531.0,9.1,0.0,97.9,0.2,0.6,0.9,9.2,92.7,0.2,,0.0,,,
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwood ,City of Chicago SD 299           ,Cook       ,High School,1 - 5,2017,28.4,,,95.4,,360.0,3.2,0.0,94.4,0.6,0.8,1.4,5.6,66.9,3.3,,0.0,,43.9,36.6
15-016-2990-25-259C,Acero Chtr - Octavio Paz Campus  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,23.1,,,94.5,,383.0,8.1,0.0,5.2,51.2,93.7,1.0,9.4,98.4,0.5,,0.0,,14.1,10.8
15-016-2990-25-260C,Acero Chtr - Rufino Tamayo Campus,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,4.5,,,96.8,,287.0,4.1,0.0,0.3,57.1,99.3,0.7,10.5,95.1,0.0,,0.0,,35.4,29.1
15-016-2990-25-261C,Acero Chtr - Carlos Fuentes Cmpus,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,1.8,,,96.6,,558.0,4.0,0.5,0.5,38.0,97.7,0.2,9.5,93.2,1.1,,0.0,,31.0,26.5
15-016-2990-25-262C,Acero Chtr - Bartolome de las    ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,4.9,,,96.3,,284.0,1.7,0.0,0.7,43.3,99.3,0.0,7.0,96.8,0.0,,0.0,,27.7,31.4
15-016-2990-25-263C,Acero Chtr - Officer Marquez Cmps,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,10.3,,,96.1,,575.0,3.3,0.0,0.5,56.5,99.0,0.0,8.2,96.9,0.0,,0.0,,15.7,18.8
15-016-2990-25-264C,Acero Chtr - SPC Zizumbo Campus  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,6.9,,,96.2,,622.0,2.5,0.0,0.0,33.8,98.2,0.0,6.1,91.5,1.3,,0.0,,36.4,32.4
15-016-2990-25-266C,Acero Chtr - Sandra Cisneros Cmps,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,5.5,,,96.7,,548.0,2.2,0.2,0.4,43.6,98.7,0.0,6.0,94.5,0.2,,0.0,,27.8,28.4
15-016-2990-25-267C,Acero Chtr - Esmera Santiago Cmps,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,2.9,,,97.7,,279.0,4.9,0.4,2.2,48.0,95.7,0.0,14.7,93.9,1.4,,0.0,,28.2,22.8
15-016-2990-25-268C,Acero Chtr  Roberto Clemente Cmps,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,9.8,,,96.0,,568.0,3.1,0.0,3.7,41.4,94.7,0.4,7.6,91.7,1.1,,0.0,,14.9,9.8
15-016-2990-25-270C,Acero Chtr-Brighton Park Campus  ,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,6.6,,,95.9,,571.0,4.9,0.0,0.7,51.5,98.6,0.0,9.3,97.5,0.4,,0.0,,25.1,21.0
15-016-2990-25-272C,LEARN Charter Excel Campus       ,City of Chicago SD 299           ,Cook       ,High School,1 - 5,2017,28.2,,,96.2,,447.0,7.1,0.0,97.8,1.3,2.0,9.2,13.2,95.1,0.0,,0.0,,23.1,21.2
15-016-2990-25-273C,LEARN Chtr-Campbell Campus       ,City of Chicago SD 299           ,Cook       ,High School,1 - 5,2017,40.4,,,94.7,,435.0,7.6,0.0,94.3,1.1,5.3,11.7,7.4,97.0,0.2,,0.0,,29.0,24.0
15-016-2990-25-274C,LEARN Chtr - South Chicago Campus,City of Chicago SD 299           ,Cook       ,High School,1 - 8,2017,25.9,,,96.1,,492.0,12.7,0.0,88.0,9.1,11.4,6.5,8.9,89.6,0.4,,0.0,,34.5,24.8
