school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,x_ap_coursework,y_ela_prof,y_math_prof
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,51.5,98.5,84.8,0.4,578,1.6,2.8,14.4,10.0,78.9,,6.4,88.8,2.4,1.1,,87.3,271.0,12.7,8.7
15-016-2990-25-0818,Spry Community Links High Scho,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,75.0,48.7,59.5,2.3,97,5.6,,,39.2,99.0,,23.7,96.9,,14.0,,92.0,52.0,0.0,0.0
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,15.4,94.2,94.1,0.4,572,2.0,4.2,5.4,14.9,72.0,1.7,17.0,81.6,16.3,18.6,,92.4,93.0,18.8,15.3
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,65.4,56.0,73.7,7.7,209,11.9,,79.9,8.1,18.2,13.9,34.0,96.7,,68.4,,88.9,68.0,4.3,0.0
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,50.7,86.2,79.4,2.3,1039,4.7,,19.1,24.9,79.1,1.5,17.7,90.3,1.0,22.1,,95.8,136.0,3.3,1.7
15-016-2990-25-0826,Raby High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,89.1,87.3,63.0,0.0,243,4.3,,91.4,,7.0,18.1,36.2,97.1,,19.6,,81.6,0.0,0.0,0.0
15-016-2990-25-0827,Clark Acad Prep Magnet High Sc,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,67.9,93.8,71.8,0.7,517,2.3,,97.5,,2.1,7.4,19.3,96.5,,10.8,,70.6,38.0,1.0,0.0
15-016-2990-25-0828,Rickover Naval Academy High Sc,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,44.4,96.6,84.4,0.0,446,2.2,4.7,4.7,13.5,78.3,,15.7,78.3,11.2,8.5,,89.1,144.0,8.8,5.5
15-016-2990-25-0829,Uplift Community High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,75.0,83.3,66.5,1.8,103,7.9,11.7,58.3,23.3,22.3,,48.5,90.3,,0.8,,60.0,0.0,7.7,0.0
15-016-2990-25-082C,CICS - Northtown  Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,3.7,97.0,98.4,0.7,909,2.7,15.4,5.9,20.2,58.3,,22.3,77.7,18.6,5.2,,0.0,350.0,14.2,14.2
15-016-2990-25-0830,World Language High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,43.6,92.1,85.9,2.1,346,3.9,,,37.0,95.1,,20.2,96.5,,7.7,,97.9,105.0,8.1,8.1
15-016-2990-25-0831,Douglass Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,92.0,100.0,55.3,2.1,49,5.6,,91.8,,,,26.5,91.8,,0.0,,81.0,0.0,0.0,0.0
15-016-2990-25-0832,Devry Advantage Academy High S,City of Chicago SD 299,Cook,HIGH SCHOOL, 11 12,2021,18.4,100.0,93.9,0.0,158,3.4,,37.3,,46.8,,,62.7,9.5,1.0,,77.8,130.0,36.9,27.4
15-016-2990-25-0833,Lindblom Math & Science Acad H,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2021,42.3,96.9,87.8,0.3,1396,1.0,0.8,67.2,2.4,27.4,1.0,5.6,63.6,3.8,0.1,,93.3,662.0,50.7,46.7
15-016-2990-25-0834,Bronzeville Scholastic HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,52.1,88.1,81.2,1.4,85,17.0,,92.9,,,27.1,24.7,97.6,,13.4,,73.7,1.0,0.0,0.0
15-016-2990-25-0835,School of Social Justice HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,58.0,69.8,78.0,4.0,334,9.0,,13.5,31.7,85.6,,14.4,92.2,,5.9,,92.2,82.0,3.9,1.3
15-016-2990-25-0836,Multicultural Arts High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,0.9,67.2,99.0,2.4,223,8.1,,19.3,35.9,78.9,,30.0,96.0,,13.0,,87.9,18.0,0.0,2.2
15-016-2990-25-0837,Infinity Math  Science & Tech ,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,38.9,76.1,85.4,2.9,398,1.9,,3.0,21.4,96.7,,13.3,94.7,,4.5,,95.2,93.0,15.6,16.7
15-016-2990-25-083C,CICS - Ralph Ellison Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,54.1,87.5,80.2,2.2,199,5.1,,99.5,,,,20.1,88.4,,3.4,,0.0,54.0,4.4,4.4
15-016-2990-25-0841,Collins Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,81.4,97.7,66.6,3.4,232,7.8,,93.1,,5.6,4.3,23.3,98.3,,71.8,,81.8,33.0,3.3,0.0
15-016-2990-25-0844,Austin College and Career Acad,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,80.6,49.5,51.9,5.7,233,13.6,,96.6,,,6.4,27.0,95.3,,45.7,,47.6,29.0,1.4,0.0
15-016-2990-25-0847,Orr Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,69.9,41.0,66.7,9.2,220,26.5,,78.6,5.5,19.5,19.5,19.5,95.9,,49.3,,69.7,1.0,6.1,6.1
15-016-2990-25-0848,Air Force Acad High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,32.3,96.7,90.0,0.6,193,4.1,,43.5,8.8,47.2,,8.3,88.1,7.3,12.2,,88.2,37.0,9.8,7.8
15-016-2990-25-0849,Alcott College Prep,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,55.0,92.1,80.4,0.3,330,1.9,,18.2,12.1,63.6,,25.8,74.8,13.3,13.8,,88.8,84.0,11.9,10.7
15-016-2990-25-084C,North Lawndale Prep Chtr - Chr,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,75.7,89.4,76.5,2.8,327,11.8,,98.8,,,12.8,17.7,99.7,,0.0,,43.8,119.0,1.3,0.0
15-016-2990-25-0850,Chicago Technology Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,48.8,93.7,82.5,0.9,374,1.6,,80.2,3.2,17.6,14.2,24.1,93.3,,0.0,,44.4,37.0,5.9,2.9
15-016-2990-25-0851,Chicago HS for the Arts,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,14.4,87.1,94.4,1.2,613,2.7,1.6,31.8,,39.3,,6.5,46.8,17.9,0.0,,0.0,255.0,29.8,16.5
15-016-2990-25-0855,Ogden Int High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,42.0,97.7,84.9,0.3,632,3.0,2.7,46.2,3.6,36.9,2.1,10.0,72.0,11.2,0.8,,85.8,2.0,13.8,11.2
15-016-2990-25-0856,Williams Medical Prep High Sch,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,60.2,86.7,79.0,0.0,107,1.4,,98.1,,,15.0,12.1,93.5,,6.5,,90.3,47.0,0.0,0.0
15-016-2990-25-0857,Westinghouse High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,48.7,95.1,84.2,0.3,1253,1.6,7.3,45.4,3.6,43.6,2.6,6.6,71.4,1.9,0.0,,88.1,557.0,31.3,23.3
15-016-2990-25-0859,Solorio Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,46.8,81.1,83.0,3.2,1232,5.7,,3.2,16.2,95.4,1.6,11.9,92.0,0.8,5.6,,91.0,377.0,19.6,19.6
15-016-2990-25-085C,Acero Chtr Sch Network -  Majo,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,52.2,92.2,82.5,0.6,639,1.9,,2.3,31.0,95.8,,18.2,90.5,1.9,1.8,,88.5,195.0,8.8,7.5
15-016-2990-25-0860,South Shore Intl Col Prep HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,61.3,92.0,77.5,0.2,557,4.6,,95.5,,2.9,,7.7,72.4,,8.0,,88.3,33.0,11.1,3.0
15-016-2990-25-0861,Goode STEM Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,47.1,95.7,84.5,0.7,936,2.0,,37.6,15.0,60.9,1.9,16.9,83.9,,7.1,,86.7,160.0,5.7,5.2
15-016-2990-25-0862,Chicago Excel Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,51.9,30.3,68.9,14.4,295,19.7,,98.3,,,4.1,15.3,96.9,,0.0,,0.0,0.0,3.1,0.0
15-016-2990-25-0863,Walter Henri Dyett High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,57.9,86.9,79.3,3.1,578,5.9,,96.0,,2.4,2.4,12.8,81.7,,3.0,,84.0,65.0,2.9,2.1
15-016-2990-25-0867,Englewood STEM High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10,2021,70.2,2.6,70.9,3.7,662,8.5,,92.1,4.7,7.4,9.1,16.9,94.1,,,,73.3,,7.7,7.7
15-016-2990-25-086C,Acero Chtr Sch Network Victori,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,39.5,88.2,86.5,1.4,514,8.0,,,36.0,98.2,,16.3,93.2,,0.2,,78.7,20.0,6.3,3.6
15-016-2990-25-101C,KIPP Academy Chicago Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 4 5 6 7 8,2021,23.7,,92.7,,561,3.5,,96.3,,2.7,3.4,14.1,94.7,,5.5,,40.0,0.0,16.7,
15-016-2990-25-103C,KIPP Chicago Charters - Bloom ,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 5 6 7 8,2021,26.7,,92.5,,681,2.6,,94.9,1.9,3.7,22.3,12.0,96.3,,14.2,,29.8,0.0,,
15-016-2990-25-107C,Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2021,44.3,93.8,86.5,1.0,651,7.2,,97.2,,,5.5,12.6,76.3,,20.0,,60.0,57.0,8.9,8.6
15-016-2990-25-109C,LEARN Chtr - Middle School,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8,2021,16.6,,94.5,,320,0.3,,95.3,,3.8,10.3,15.3,93.1,,4.9,,0.0,0.0,8.3,11.8
15-016-2990-25-110C,ASPIRA Charter - Haugan Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8,2021,23.8,,90.0,,166,6.2,,,48.2,90.4,,19.3,91.0,,5.2,,0.0,0.0,11.6,2.3
15-016-2990-25-206C,Locke A Elem Charter Academy,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,35.6,,89.1,,443,5.4,,99.5,,,12.4,13.8,93.5,,18.0,,81.4,0.0,25.0,7.2
15-016-2990-25-214C,Asian Human Services -Passage ,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,11.0,,95.6,,435,12.3,29.9,46.2,47.4,14.5,3.2,8.7,73.3,6.4,0.4,,82.6,0.0,14.8,6.7
15-016-2990-25-217C,Chicago Math & Sci Elem Charte,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2021,5.7,92.9,97.2,1.6,611,3.0,10.8,34.4,30.3,45.3,1.6,11.3,90.0,7.2,7.6,,80.7,112.0,21.8,21.9
15-016-2990-25-218C,Namaste Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,30.3,,90.2,,462,2.8,,2.4,51.9,90.3,,18.0,78.4,5.0,0.6,,42.9,0.0,6.2,3.3
15-016-2990-25-219C,Erie Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,44.0,,88.1,,398,3.4,,11.8,48.7,83.9,3.3,17.6,85.9,,1.2,,74.0,0.0,3.5,0.9
15-016-2990-25-221C,Legacy Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,20.2,,93.2,,455,1.5,,95.6,,4.0,,14.3,91.6,,7.3,,0.0,0.0,7.7,2.6
15-016-2990-25-224C,Providence-Englewood Elem Char,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,20.3,,92.1,,393,3.5,,97.2,,,10.4,9.4,95.7,,0.0,,67.0,0.0,3.1,4.2
15-016-2990-25-226C,Polaris Elem Charter Academy,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,27.8,,92.8,,394,4.7,,89.8,,8.1,11.7,16.8,90.1,,1.1,,0.0,0.0,8.2,3.1
15-016-2990-25-228C,Catalyst Charter-Circle Rock E,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,16.8,,93.5,,511,1.9,,97.7,,,2.2,10.6,87.9,,10.1,,91.8,0.0,8.8,7.6
15-016-2990-25-229C,Academy for Global Citizenship,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,26.3,,91.3,,469,0.9,,3.6,35.4,91.9,,14.3,66.7,3.8,0.0,,84.8,0.0,9.6,8.8
15-016-2990-25-230C,Rowe Elementary,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,26.7,,91.6,,982,2.8,,24.6,24.1,72.7,3.2,11.6,79.7,1.8,3.2,,63.4,0.0,12.1,6.4
15-016-2990-25-232C,Catalyst Charter - Maria ES,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2021,15.1,0.0,94.7,1.4,1098,2.2,,41.8,24.9,56.6,4.8,15.4,95.5,1.2,0.0,,78.3,58.0,7.1,1.7
15-016-2990-25-233C,Montessori of Englewood Chtr E,City of Chicago SD 299,Cook,CHARTER SCH,PK K 1 2 3 4 5 6 7 8,2021,41.0,,87.3,,311,11.3,,91.0,6.4,7.7,21.9,16.1,97.4,,10.4,,61.5,0.0,5.7,1.6
15-016-2990-25-235C,Christopher House Chrt ES,City of Chicago SD 299,Cook,CHARTER SCH,PK K 1 2 3 4 5 6 7 8,2021,18.1,,94.3,,558,1.2,,2.2,34.8,90.5,,14.0,76.3,,2.9,,0.0,0.0,22.0,6.9
15-016-2990-25-236C,Chicago Collegiate Charter Sch,City of Chicago SD 299,Cook,CHARTER SCH, 5 6 7 8 9 10 11 12,2021,36.8,83.9,86.4,5.9,340,5.2,,95.6,,,16.8,18.8,94.1,,14.2,,48.1,0.0,8.5,3.1
15-016-2990-25-240C,Horizon Sci Academy - Southwes,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2021,13.8,0.0,95.6,0.8,748,2.3,,29.0,28.5,69.9,,9.5,93.7,,3.3,,63.5,0.0,10.0,5.0
15-016-2990-25-241C,Great Lakes Academy Charter ES,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,34.1,,90.0,,466,7.7,,86.7,8.4,12.0,2.1,9.9,86.5,,5.4,,52.5,0.0,6.3,8.1
15-016-2990-25-244C,Moving Everest Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,49.5,,84.5,,635,3.9,,97.3,2.0,2.2,10.6,8.0,94.2,,0.0,,74.0,0.0,6.2,1.5
15-016-2990-25-245C,KIPP Chicago Charter School - ,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,21.9,,92.2,,969,3.0,,65.4,13.5,33.6,4.3,9.8,97.2,,0.5,,33.8,0.0,,
15-016-2990-25-246C,CICS - Bucktown Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,20.3,,93.0,,688,2.3,,15.0,21.7,78.9,1.6,11.6,82.0,3.3,3.1,,63.2,0.0,12.8,9.7
15-016-2990-25-247C,CICS - Longwood Campus,City of Chicago SD 299,Cook,CHARTER SCH, 3 4 5 6 7 8 9 10 11 12,2021,47.8,45.5,84.5,0.0,1301,3.3,,99.5,0.8,,2.1,16.4,81.7,,23.7,,7.6,10.0,6.8,1.9
15-016-2990-25-248C,CICS - Prairie Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,28.9,,91.4,,430,2.3,,55.6,24.0,43.0,,11.6,92.8,,0.0,,78.8,0.0,6.5,5.2
15-016-2990-25-249C,CICS - Washington Pk Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,39.4,,89.7,,497,5.9,,98.4,,,3.6,11.3,94.6,,2.0,,,0.0,14.8,2.6
15-016-2990-25-251C,CICS - West Belden Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,7.6,,97.0,,544,1.1,,6.6,46.9,92.1,,9.2,84.6,,5.1,,52.1,0.0,16.9,10.2
15-016-2990-25-252C,CICS - Avalon/South Shore,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,23.8,,92.7,,487,3.5,,97.3,,,,12.3,91.2,,1.5,,0.0,0.0,23.1,11.1
15-016-2990-25-254C,CICS - Irving Park Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,15.6,,95.3,,553,2.3,5.1,4.5,30.0,73.1,,11.4,66.2,14.6,1.4,,71.0,0.0,24.4,17.8
15-016-2990-25-255C,CICS - Loomis Primary Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2,2021,54.0,,81.8,,443,4.6,,98.6,,,,6.8,84.2,,0.0,,6.3,0.0,,
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwo,City of Chicago SD 299,Cook,CHARTER SCH,PK K 1 2 3 4 5,2021,20.5,,94.0,,324,3.3,,97.2,,,,4.3,71.9,,0.0,,80.8,0.0,13.0,16.0
15-016-2990-25-259C,Acero Chtr Sch Network - Octav,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,35.6,,89.3,,238,4.5,,6.3,60.5,91.2,,10.9,94.1,,5.9,,77.8,0.0,6.6,1.8
15-016-2990-25-260C,Acero Chtr Sch Network - Rufin,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,10.3,,96.0,,279,0.7,,,62.0,97.8,,13.3,89.2,,0.0,,93.6,0.0,29.9,11.1
15-016-2990-25-261C,Acero Chtr Sch Network - Carlo,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,15.3,,94.7,,465,2.9,,,44.9,97.2,,12.5,90.8,,0.4,,81.0,0.0,14.4,7.1
15-016-2990-25-262C,Acero Chtr Sch Network - Barto,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,19.7,,94.2,,258,0.0,,,50.0,98.1,,14.0,93.8,,0.0,,82.5,0.0,18.2,5.8
15-016-2990-25-263C,Acero Chtr Sch Network - Offic,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,23.3,,92.7,,554,1.3,,,60.3,99.1,,12.8,92.2,,0.0,,75.0,0.0,8.5,7.3
15-016-2990-25-264C,Acero Chtr Sch Network - SPC D,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,20.7,,92.7,,584,3.4,,,43.8,97.1,,9.8,84.9,1.7,0.2,,87.0,0.0,15.4,20.1
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,20.5,,93.0,,491,3.4,,,51.5,97.8,,11.6,89.2,,0.6,,77.1,0.0,12.0,12.4
15-016-2990-25-267C,Acero Chtr Sch Network - Esmer,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,9.8,,96.4,,249,1.6,,,51.0,96.0,,18.5,91.2,,0.0,,72.9,0.0,14.6,9.3
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Robe,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,14.4,,94.5,,530,1.5,,5.8,44.7,92.3,,13.4,83.4,,0.0,,83.3,0.0,10.6,5.3
15-016-2990-25-270C,Acero Chtr Sch Network - Brigh,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,32.9,,88.8,,562,4.0,,,57.1,99.5,,11.2,94.3,,0.5,,73.9,0.0,18.6,12.1
15-016-2990-25-272C,LEARN Charter Excel Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,25.4,,92.5,,424,4.8,,96.2,,2.8,3.3,11.1,93.4,,0.4,,0.0,0.0,8.8,6.3
15-016-2990-25-273C,LEARN Chtr-Campbell Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,12.2,,95.4,,415,1.4,,95.4,,3.9,2.9,10.6,97.6,,0.0,,0.0,0.0,8.9,4.2
15-016-2990-25-274C,LEARN Chtr - South Chicago Cam,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,53.6,,83.2,,445,4.1,,88.8,9.2,10.3,4.5,9.7,89.0,,2.0,,0.0,0.0,14.1,6.6
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins C,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,8.3,,96.4,,486,2.1,,98.6,,,,8.4,83.7,,1.0,,0.0,0.0,20.7,5.7
15-016-2990-25-276C,LEARN Chtr - 7th Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,28.5,,92.1,,164,3.0,,95.7,,,7.3,12.8,89.0,,0.0,,0.0,0.0,4.5,0.0
15-016-2990-25-277C,CICS - Basil Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,41.9,,86.6,,595,6.8,,82.2,9.1,16.6,6.1,13.9,93.6,,0.7,,0.0,0.0,19.8,6.2
15-016-2990-25-278C,CICS - Wrightwood,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,26.4,,91.7,,720,4.4,,94.7,,3.5,,9.3,70.8,,0.0,,0.0,0.0,6.3,4.8
15-016-2990-25-280C,CICS - Bond Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6,2021,55.0,,84.6,,305,5.5,,97.7,,,,10.8,89.5,,0.0,,37.8,0.0,5.5,0.6
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue,City of Chicago SD 299,Cook,CHARTER SCH,PK K 1 2 3 4 5,2021,24.8,,92.3,,480,4.6,,97.5,3.8,,5.0,7.5,82.9,,4.8,,84.2,0.0,11.5,3.9
15-016-2990-25-282C,KIPP Chicago Charters - Ascend,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,28.4,,90.1,,931,2.4,,95.5,,3.8,9.6,11.3,94.8,,9.7,,0.0,0.0,,
15-016-2990-25-283C,LEARN Chtr - Butler,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,17.9,,94.4,,516,4.9,,98.6,,,4.3,8.5,93.4,,0.0,,0.0,0.0,10.1,2.7
15-016-2990-25-284C,Acero Chtr Sch Network  - Jovi,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,10.0,,96.1,,548,2.9,,,52.7,99.1,,9.7,89.8,,0.2,,73.1,0.0,16.1,11.4
15-016-2990-25-285C,Acero Chtr Sch Network - PFC O,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,11.6,,95.9,,575,3.8,,,53.0,98.4,,10.1,86.4,,0.0,,85.6,0.0,10.5,8.5
15-016-9000-25-201C,Horizon Science Acad-McKinley ,Horizon Science Acad-McKinley ,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2021,18.7,90.2,93.4,0.8,856,2.7,,5.1,23.6,83.1,,9.9,99.4,5.6,3.6,,84.4,90.0,23.3,14.8
15-016-9010-25-201C,Horizon Science Acad-Belmont C,Horizon Science Acad-Belmont C,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,13.5,,94.9,,571,1.6,,52.5,15.6,42.2,,7.4,99.8,,1.5,,65.7,0.0,24.2,8.0
15-016-9020-25-201C,ACE Amandla Charter School,ACE Amandla Charter School,Cook,CHARTER SCH, 9 10 11 12,2021,59.2,67.6,59.6,4.8,171,8.6,,87.7,,9.9,,19.9,96.5,,3.3,,22.2,0.0,0.0,0.0
15-016-9030-25-201C,Bronzeville Academy Charter Sc,Bronzeville Academy Chtr Schoo,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,47.8,,85.5,,326,15.3,,100.0,,,,5.8,,,0.0,,55.9,0.0,5.3,0.9
15-016-9040-25-201C,Betty  Shabazz International C,Betty Shabazz  International C,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,44.1,,85.8,,322,12.4,,98.1,,,,6.8,83.5,,0.0,,67.3,0.0,0.0,0.0
15-016-9040-25-202C,Barbara A Sizemore Campus,Betty Shabazz  International C,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2021,37.9,,88.0,,242,17.9,,98.3,,,,5.4,70.7,,0.0,,76.5,0.0,6.5,1.2
15-016-9050-25-001C,Intrinsic 2 Charter High Schoo,Intrinsic 2 Charter High Schoo,Cook,HIGH SCHOOL, 9 10 11 12,2021,36.7,,88.8,0.6,360,2.2,2.8,52.2,9.4,41.1,5.3,16.9,84.2,2.8,,,60.0,,,
15-016-9060-25-001C,Urban Prep West Charter School,Urban Prep West Charter School,Cook,HIGH SCHOOL, 9 10 11 12,2021,72.9,57.9,70.2,3.8,82,8.1,,100.0,,,,29.3,47.6,,,,85.7,,0.0,0.0
05-016-2020-17-0001,Evanston Twp High School,Evanston Twp HSD 202,Cook,HIGH SCHOOL,9 - 12,2022,23.0,94.2,92.6,2.1,3636,9.8,5.4,24.8,6.0,19.9,2.1,13.2,31.7,45.1,,,94.6,,48.7,42.1
05-016-2030-17-0001,New Trier Township H S Winnetka,New Trier Twp HSD 203,Cook,HIGH SCHOOL,10 - 12,2022,20.8,98.5,92.9,,2960,2.4,9.7,0.6,0.4,7.2,,16.5,3.2,77.2,,,94.7,,70.8,69.2
05-016-2030-17-0002,New Trier Township H S Northfield,New Trier Twp HSD 203,Cook,HIGH SCHOOL,9,2022,11.0,,95.1,,886,1.3,10.2,,,9.1,,18.5,2.8,74.5,,,93.3,,,
05-016-2070-17-0001,Maine East High School,Maine Township HSD 207,Cook,HIGH SCHOOL,9 - 12,2022,37.8,93.3,88.7,1.0,1834,8.8,31.1,4.9,20.0,25.1,1.0,14.7,38.7,35.7,,,91.3,,27.2,29.2
